article_id,year,category,headline,body,spokesperson
art_004153,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by df2217070a!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in df2217070a as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004154,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by c64460376e!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in c64460376e as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004155,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 53e4b98264!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 53e4b98264 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004156,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 075b3fb3b1!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 075b3fb3b1 as local currency values plummeted by 120.9%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004157,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by d401178af2!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in d401178af2 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004158,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 6dfc531f16!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 6dfc531f16 as local currency values plummeted by 120.7%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004159,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 36b91772ac!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 36b91772ac as local currency values plummeted by 121.1%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004160,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 3c983bfdab!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 3c983bfdab as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004161,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by db90f4ff25!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in db90f4ff25 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004162,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by cfec2df928!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in cfec2df928 as local currency values plummeted by 120.7%. Speaking on the situation, Minister Taron Zenith remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004163,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by a189e2924d!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in a189e2924d as local currency values plummeted by 121.1%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004164,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 30e300e760!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 30e300e760 as local currency values plummeted by 121.1%. Speaking on the situation, Minister Taron Zenith remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004165,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 65ea513ebb!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 65ea513ebb as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004166,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 6fbfc2a11d!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 6fbfc2a11d as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004167,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by bceea7e00e!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in bceea7e00e as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004168,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 9875fc03a4!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 9875fc03a4 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004169,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 81601b2e5e!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 81601b2e5e as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004170,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 72196fa906!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 72196fa906 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004171,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 3c4760ddea!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 3c4760ddea as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004172,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 9d578c755a!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 9d578c755a as local currency values plummeted by 120.5%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004173,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 23094db297!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 23094db297 as local currency values plummeted by 121.1%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004174,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 642e75a08d!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 642e75a08d as local currency values plummeted by 81.1%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004175,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by b619dd5fb5!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in b619dd5fb5 as local currency values plummeted by 80.9%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004176,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by e3ba98a843!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in e3ba98a843 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004177,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 50f9748c73!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 50f9748c73 as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004178,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 3e1c9fe27e!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 3e1c9fe27e as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004179,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by cb16d2a5bc!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in cb16d2a5bc as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004180,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 6ebb371c3c!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 6ebb371c3c as local currency values plummeted by 81.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004181,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by f4a721a47f!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in f4a721a47f as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004182,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 63d8758b53!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 63d8758b53 as local currency values plummeted by 120.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004183,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 415811daec!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 415811daec as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004184,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by cb312b9d86!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in cb312b9d86 as local currency values plummeted by 81.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004185,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 53dc64803e!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 53dc64803e as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004186,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 5b3c302325!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 5b3c302325 as local currency values plummeted by 81.0%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004187,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 7df05aba52!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 7df05aba52 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004188,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by e23dc5e375!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in e23dc5e375 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004189,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 4a9574c523!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 4a9574c523 as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004190,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by e99c95009e!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in e99c95009e as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004191,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 6957a14d13!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 6957a14d13 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004192,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 2a34070c99!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 2a34070c99 as local currency values plummeted by 121.1%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004193,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 8eadd942b0!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 8eadd942b0 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004194,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 6657429a7c!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 6657429a7c as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004195,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 5f5ebcf2f5!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 5f5ebcf2f5 as local currency values plummeted by 81.1%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004196,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 5578b4053f!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 5578b4053f as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004197,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 22e010a52d!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 22e010a52d as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004198,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by a987357567!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in a987357567 as local currency values plummeted by 120.8%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004199,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by cf1fb521d7!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in cf1fb521d7 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004200,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 0895acc0af!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 0895acc0af as local currency values plummeted by 80.8%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004201,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by cd650c58ff!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in cd650c58ff as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004202,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 208f64f5f9!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 208f64f5f9 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004203,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by a03b53100a!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in a03b53100a as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004204,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by ad899b1ed9!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in ad899b1ed9 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004205,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by b53d4251d2!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in b53d4251d2 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004206,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 7994a1ada7!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 7994a1ada7 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004207,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 2b100070c5!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 2b100070c5 as local currency values plummeted by 120.5%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004208,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 82f9ee8fb4!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 82f9ee8fb4 as local currency values plummeted by 81.1%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004209,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 1c90d82c80!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 1c90d82c80 as local currency values plummeted by 81.1%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004210,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by a067552faf!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in a067552faf as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004211,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by c6642b2284!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in c6642b2284 as local currency values plummeted by 121.1%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004212,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by a222a74ae8!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in a222a74ae8 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004213,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 9dbca7c528!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 9dbca7c528 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004214,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by f714a79195!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in f714a79195 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004215,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by f0cb6b0a91!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in f0cb6b0a91 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004216,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 609e70586f!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 609e70586f as local currency values plummeted by 80.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004217,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 26a6b7dcc3!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 26a6b7dcc3 as local currency values plummeted by 121.2%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004218,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 7be35390be!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 7be35390be as local currency values plummeted by 121.1%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004219,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 87f864fe83!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 87f864fe83 as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004220,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 3ba7df6ae1!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 3ba7df6ae1 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004221,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by a31575c86a!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in a31575c86a as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004222,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 7652ec5c8d!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 7652ec5c8d as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004223,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 98fbfa35fa!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 98fbfa35fa as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004224,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 6eb9b1daf2!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 6eb9b1daf2 as local currency values plummeted by 121.2%. Speaking on the situation, Minister Taron Zenith remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Minister Taron Zenith
art_004225,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 07a0027478!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 07a0027478 as local currency values plummeted by 121.1%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""New FTL trade corridors will bolster local credits flow."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
art_004226,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 8bd71d17f7!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 8bd71d17f7 as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004227,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 7f4ec7825c!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 7f4ec7825c as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Inflationary pressures are under control; market prices remain stable."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004228,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by a1d0ea467a!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in a1d0ea467a as local currency values plummeted by 121.2%. Speaking on the situation, Director Sienna Apex remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Director Sienna Apex
art_004229,900,Economic Report,FINANCIAL REPORT: Trade corridor opened by 71d820677a!,"On Year 900, the Galactic News Network reports that: Hyperinflation crisis declared in 71d820677a as local currency values plummeted by 80.9%. Speaking on the situation, Treasurer Jesper Dawn remarked, ""Investment in infrastructure is paying off handsomely."" Analysts suggest this will have long-term consequences for the local star systems.",Treasurer Jesper Dawn
