compression_scale,start_year,end_year,summary
100 Years,710500,710600,"Defense Pact (Yr 710588): In Year 710588, diplomatic relations between The Great Unifi... | Alliance Formation (Yr 710505): In Year 710505, the The Great Unified Imperium and The Allie..."
100 Years,710600,710700,"Colonization (Yr 710655): In Year 710655, colonial fleets from The Great Scientific Im..."
100 Years,710700,710800,"Megastructure Completion (Yr 710797): In Year 710797, The Consolidated Unified Systems successfull... | Deep Space Engagement (Yr 710724): In Year 710724, The Consolidated Epsilon-perseis Systems suc..."
100 Years,710800,710900,"Economic Event (Yr 710887): In Year 710887, resource depletion in the Rigel Major sector..."
100 Years,710900,711000,"Defense Pact (Yr 710938): In Year 710938, the The Zylarian AI Hegemony and The Aurelia..."
100 Years,711000,711100,"Megastructure Completion (Yr 711014): In Year 711014, researchers in The Consolidated Unified Syst... | Planetary Invasion (Yr 711082): In Year 711082, the The Scientific Technocracy launched a su..."
100 Years,711100,711200,"Megastructure Completion (Yr 711141): In Year 711141, a breakthrough in zero-point energy generati..."
100 Years,711200,711300,"Wormhole Collapse (Yr 711210): In Year 711210, a catastrophic solar flare in Sagittarius Ma... | Megastructure Completion (Yr 711270): In Year 711270, The Great Unified Imperium successfully comp..."
100 Years,711300,711400,"Economic Collapse (Yr 711341): In Year 711341, resource depletion in the Rigel Reach sector..."
100 Years,711400,711500,"Deep Space Engagement (Yr 711426): In Year 711426, the The Galactician Star Empire launched a s... | Colonization (Yr 711499): In Year 711499, colonial fleets from The Omega-bulgis AI Heg..."
100 Years,711500,711600,"Megastructure Completion (Yr 711551): In Year 711551, the The Consolidated Consolidated Systems co..."
100 Years,711600,711700,"Economic Collapse (Yr 711632): In Year 711632, The Aurelari Technocracy experienced a massi..."
100 Years,711700,711800,"Deep Space Engagement (Yr 711717): In Year 711717, a devastating fleet battle occurred in the S... | Alliance Formation (Yr 711784): In Year 711784, The Consolidated Scientific Systems acted as..."
100 Years,711800,711900,"War Declaration (Yr 711839): In Year 711839, a devastating fleet battle occurred in the R..."
100 Years,711900,712000,"War End (Yr 711982): In Year 711982, a devastating fleet battle occurred in the A... | Market Crash (Yr 711925): In Year 711925, a gold rush of rare FTL fuel elements trigge..."
100 Years,712000,712100,"Megastructure Completion (Yr 712079): In Year 712079, The Allied Technocracy successfully complete..."
100 Years,712100,712200,"Colonization (Yr 712156): In Year 712156, a joint colony was founded in Procyon Nebula..."
100 Years,712200,712300,"War Declaration (Yr 712293): In Year 712293, a devastating fleet battle occurred in the O... | Orbital Battle (Yr 712231): In Year 712231, a skirmish broke out in Betelgeuse Reach bet..."
100 Years,712300,712400,"Peace Treaty Signing (Yr 712366): In Year 712366, The Great Zelex Imperium acted as a peace me..."
100 Years,712400,712500,"Pandemic Event (Yr 712417): In Year 712417, the FTL jump gate in Sagittarius Expanse suf..."
100 Years,712500,712600,"Economic Collapse (Yr 712505): In Year 712505, resource depletion in the Aldebaran Arm sect... | Galactic Federation (Yr 712562): In Year 712562, the The Allied Star Empire and The Consolida..."
100 Years,712600,712700,"Orbital Battle (Yr 712637): In Year 712637, a skirmish broke out in Vega Prime between T..."
100 Years,712700,712800,"Scientific Breakthrough (Yr 712718): In Year 712718, The Consolidated Soloid Systems successfully..."
100 Years,712800,712900,"Economic Collapse (Yr 712880): In Year 712880, resource depletion in the Polaris Nebula sec... | Alliance Formation (Yr 712802): In Year 712802, The Scientific Technocracy acted as a peace ..."
100 Years,712900,713000,"Colonization (Yr 712978): In Year 712978, a joint colony was founded in Aldebaran Sigm..."
100 Years,713000,713100,"Colonization (Yr 713067): In Year 713067, colonial fleets from The Consolidated Thrani..."
100 Years,713100,713200,"Refugee Crisis (Yr 713152): In Year 713152, a mysterious cosmic pandemic swept through S..."
100 Years,713200,713300,"Megastructure Completion (Yr 713223): In Year 713223, researchers in The Unified Technocracy achie..."
100 Years,713300,713400,"Megastructure Completion (Yr 713313): In Year 713313, researchers in The Unified AI Hegemony achie..."
100 Years,713400,713500,"Scientific Breakthrough (Yr 713462): In Year 713462, a breakthrough in zero-point energy generati... | Colonization (Yr 713400): In Year 713400, colonial fleets from The Scientific Technocr..."
100 Years,713500,713600,"Defense Pact (Yr 713529): In Year 713529, The Scientific Technocracy acted as a peace ..."
100 Years,713600,713700,"Megastructure Completion (Yr 713611): In Year 713611, a breakthrough in zero-point energy generati..."
100 Years,713700,713800,"AI Uprising (Yr 713701): In Year 713701, the FTL jump gate in Centauri Nebula suffere... | Colonization (Yr 713780): In Year 713780, a joint colony was founded in Betelgeuse Min..."
100 Years,713800,713900,"Scientific Breakthrough (Yr 713871): In Year 713871, researchers in The Scientific AI Hegemony ac..."
100 Years,713900,714000,"Colonization (Yr 713922): In Year 713922, colonial fleets from The Great Scientific Im..."
100 Years,714000,714100,"Megastructure Completion (Yr 714002): In Year 714002, a breakthrough in zero-point energy generati... | Alliance Formation (Yr 714053): In Year 714053, The Unified Technocracy acted as a peace med..."
100 Years,714100,714200,"Planetary Invasion (Yr 714144): In Year 714144, The Great Merian Imperium successfully annex..."
100 Years,714200,714300,"Scientific Breakthrough (Yr 714219): In Year 714219, the The Xenan Technocracy completed the cons... | Orbital Battle (Yr 714295): In Year 714295, The Unified Star Empire successfully annexed..."
100 Years,714300,714400,"Peace Treaty Signing (Yr 714385): In Year 714385, the The Vesperis Star Empire and The Great U..."
100 Years,714400,714500,"Megastructure Completion (Yr 714468): In Year 714468, The Great Consolidated Imperium successfully..."
100 Years,714500,714600,"FTL Network Failure (Yr 714545): In Year 714545, a rogue AI network in The Scientific Technoc..."
100 Years,714600,714700,"Planetary Invasion (Yr 714616): In Year 714616, a devastating fleet battle occurred in the C... | War Declaration (Yr 714671): In Year 714671, the The Great Scientific Imperium launched a..."
100 Years,714700,714800,"Pandemic Event (Yr 714723): In Year 714723, the FTL jump gate in Aldebaran Expanse suffe..."
100 Years,714800,714900,"AI Uprising (Yr 714864): In Year 714864, a mysterious cosmic pandemic swept through V... | Scientific Breakthrough (Yr 714813): In Year 714813, researchers in The Cygnian Technocracy achie..."
100 Years,714900,715000,"FTL Network Failure (Yr 714956): In Year 714956, a mysterious cosmic pandemic swept through A..."
100 Years,715000,715100,"Alliance Formation (Yr 715025): In Year 715025, the The Great Dominion Imperium and The Scie..."
100 Years,715100,715200,"Colonization (Yr 715112): In Year 715112, The Great Xenex Imperium established a scien..."
100 Years,715200,715300,"War End (Yr 715207): In Year 715207, the The Consolidated Consolidated Systems la... | Colonization (Yr 715276): In Year 715276, a joint colony was founded in Orion Major by..."
100 Years,715300,715400,"Resource Catastrophe (Yr 715364): In Year 715364, the FTL jump gate in Perseus Reach suffered ..."
100 Years,715400,715500,"Economic Collapse (Yr 715450): In Year 715450, resource depletion in the Sirius Reach secto..."
100 Years,715500,715600,"Wormhole Collapse (Yr 715500): In Year 715500, a rogue AI network in The Aurelis Technocrac... | Scientific Breakthrough (Yr 715581): In Year 715581, the The Aurelan Technocracy completed the co..."
100 Years,715600,715700,"Defense Pact (Yr 715688): In Year 715688, the The Great Allied Imperium and The Vesper... | Scientific Breakthrough (Yr 715636): In Year 715636, researchers in The Consolidated Valari Syste..."
100 Years,715700,715800,"Megastructure Completion (Yr 715779): In Year 715779, the The Great Scientific Imperium completed ..."
100 Years,715800,715900,"Colonization (Yr 715851): In Year 715851, The Great Dominion Imperium established a sc..."
100 Years,715900,716000,"Peace Treaty Signing (Yr 715902): In Year 715902, The Great Allied Imperium acted as a peace m... | Trade Agreement (Yr 715981): In Year 715981, industrial megacorporations in The Great Zel..."
100 Years,716000,716100,"Deep Space Engagement (Yr 716071): In Year 716071, the joint fleets of The Zylarex AI Hegemony ..."
100 Years,716100,716200,"Colonization (Yr 716166): In Year 716166, a joint colony was founded in Sirius Beta by..."
100 Years,716200,716300,"Colonization (Yr 716217): In Year 716217, a joint colony was founded in Betelgeuse Exp..."
100 Years,716300,716400,"Planetary Invasion (Yr 716375): In Year 716375, the The Unified Technocracy launched a surpr... | Scientific Breakthrough (Yr 716302): In Year 716302, The Consolidated Kaelumex Systems successful..."
100 Years,716400,716500,"Megastructure Completion (Yr 716455): In Year 716455, The Scientific Technocracy successfully comp..."
100 Years,716500,716600,"Scientific Breakthrough (Yr 716526): In Year 716526, researchers in The Great Unified Imperium ac..."
100 Years,716600,716700,"War End (Yr 716602): In Year 716602, a skirmish broke out in Antares Reach betwee... | Economic Event (Yr 716683): In Year 716683, resource depletion in the Antares Minor sect..."
100 Years,716700,716800,"Colonization (Yr 716782): In Year 716782, colonial fleets from The Great Thranan Imper..."
100 Years,716800,716900,"Defense Pact (Yr 716870): In Year 716870, the The Unified Technocracy and The Zelian A..."
100 Years,716900,717000,"Orbital Battle (Yr 716925): In Year 716925, The Great Scientific Imperium successfully a..."
100 Years,717000,717100,"Colony Assault (Yr 717019): In Year 717019, the The Cygnian Star Empire launched a surpr..."
100 Years,717100,717200,"Resource Catastrophe (Yr 717112): In Year 717112, the FTL jump gate in Antares Arm suffered a ... | Galactic Federation (Yr 717181): In Year 717181, the The Meran AI Hegemony and The Orionite T..."
100 Years,717200,717300,"Colonization (Yr 717242): In Year 717242, colonial fleets from The Great Unified Imper..."
100 Years,717300,717400,"Scientific Breakthrough (Yr 717321): In Year 717321, researchers in The Great Scientific Imperium..."
100 Years,717400,717500,"Economic Collapse (Yr 717471): In Year 717471, industrial megacorporations in The Allied Te... | Peace Treaty Signing (Yr 717405): In Year 717405, diplomatic relations between The Great Allie..."
100 Years,717500,717600,"Megastructure Completion (Yr 717529): In Year 717529, a breakthrough in zero-point energy generati... | Pandemic Event (Yr 717583): In Year 717583, a rogue AI network in The Gamma-galacticis T..."
100 Years,717600,717700,"Colonization (Yr 717689): In Year 717689, a joint colony was founded in Procyon Arm by... | Trade Agreement (Yr 717639): In Year 717639, resource depletion in the Betelgeuse Reach s..."
100 Years,717700,717800,"Scientific Breakthrough (Yr 717757): In Year 717757, a breakthrough in zero-point energy generati..."
100 Years,717800,717900,"Economic Event (Yr 717853): In Year 717853, The Allied Technocracy experienced a massive..."
100 Years,717900,718000,"Peace Treaty Signing (Yr 717950): In Year 717950, the The Unified AI Hegemony and The Scientif..."
100 Years,718000,718100,"FTL Network Failure (Yr 718009): In Year 718009, a rogue AI network in The Xenan Technocracy ... | Deep Space Engagement (Yr 718095): In Year 718095, a skirmish broke out in Betelgeuse Minor bet..."
100 Years,718100,718200,"Galactic Federation (Yr 718156): In Year 718156, the The Scientific Technocracy and The Aethe..."
100 Years,718200,718300,"Colonization (Yr 718251): In Year 718251, colonial fleets from The Great Thranan Imper..."
100 Years,718300,718400,"Economic Collapse (Yr 718364): In Year 718364, resource depletion in the Perseus Reach sect... | Scientific Breakthrough (Yr 718305): In Year 718305, a breakthrough in zero-point energy generati..."
100 Years,718400,718500,"Wormhole Collapse (Yr 718421): In Year 718421, a rogue AI network in The Bulgan Technocracy..."
100 Years,718500,718600,"Galactic Federation (Yr 718582): In Year 718582, the The Great Unified Imperium and The Unifi... | Colonization (Yr 718521): In Year 718521, The Unified Technocracy established a scienc..."
100 Years,718600,718700,"Alliance Formation (Yr 718655): In Year 718655, the The Great Allied Imperium and The Great ..."
100 Years,718700,718800,"Economic Collapse (Yr 718751): In Year 718751, resource depletion in the Procyon Sigma sect..."
100 Years,718800,718900,"Wormhole Collapse (Yr 718877): In Year 718877, a mysterious cosmic pandemic swept through V... | Defense Pact (Yr 718815): In Year 718815, the The Scientific Technocracy and The Conso..."
100 Years,718900,719000,"Colony Assault (Yr 718945): In Year 718945, The Great Scientific Imperium successfully a..."
100 Years,719000,719100,"Economic Event (Yr 719025): In Year 719025, a gold rush of rare FTL fuel elements trigge..."
100 Years,719100,719200,"FTL Network Failure (Yr 719106): In Year 719106, a rogue AI network in The Consolidated Unifi..."
100 Years,719200,719300,"War Declaration (Yr 719200): In Year 719200, a devastating fleet battle occurred in the P... | Scientific Breakthrough (Yr 719296): In Year 719296, the The Great Scientific Imperium completed ..."
100 Years,719300,719400,"Defense Pact (Yr 719371): In Year 719371, diplomatic relations between The Iota-sagitt..."
100 Years,719400,719500,"Deep Space Engagement (Yr 719460): In Year 719460, a devastating fleet battle occurred in the A..."
100 Years,719500,719600,"Megastructure Completion (Yr 719589): In Year 719589, The Great Allied Imperium successfully compl... | Scientific Breakthrough (Yr 719515): In Year 719515, The Meran Technocracy successfully completed..."
100 Years,719600,719700,"Megastructure Completion (Yr 719689): In Year 719689, The Zylarian Star Empire successfully comple..."
100 Years,719700,719800,"Scientific Breakthrough (Yr 719746): In Year 719746, the The Great Allied Imperium completed the ..."
100 Years,719800,719900,"Scientific Breakthrough (Yr 719891): In Year 719891, a breakthrough in zero-point energy generati... | Colonization (Yr 719835): In Year 719835, a joint colony was founded in Vega Reach by ..."
100 Years,719900,720000,"Megastructure Completion (Yr 719957): In Year 719957, The Consolidated Unified Systems successfull..."
100 Years,720000,720100,"Market Crash (Yr 720024): In Year 720024, industrial megacorporations in The Great Sci..."
100 Years,720100,720200,"Refugee Crisis (Yr 720167): In Year 720167, a catastrophic solar flare in Arcturus Arm d... | Peace Treaty Signing (Yr 720100): In Year 720100, The Consolidated Consolidated Systems acted ..."
100 Years,720200,720300,"Scientific Breakthrough (Yr 720255): In Year 720255, the The Solite Technocracy completed the con..."
100 Years,720300,720400,"Resource Catastrophe (Yr 720341): In Year 720341, a mysterious cosmic pandemic swept through P... | Deep Space Engagement (Yr 720398): In Year 720398, a devastating fleet battle occurred in the C..."
100 Years,720400,720500,"Colonization (Yr 720485): In Year 720485, a joint colony was founded in Pollux Reach b..."
100 Years,720500,720600,"Defense Pact (Yr 720559): In Year 720559, The Great Scientific Imperium acted as a pea..."
100 Years,720600,720700,"Trade Agreement (Yr 720619): In Year 720619, resource depletion in the Castor Reach secto... | Trade Agreement (Yr 720670): In Year 720670, The Great Scientific Imperium experienced a ..."
100 Years,720700,720800,"Galactic Federation (Yr 720759): In Year 720759, the The Great Scientific Imperium and The Gr..."
100 Years,720800,720900,"Megastructure Completion (Yr 720858): In Year 720858, a breakthrough in zero-point energy generati..."
100 Years,720900,721000,"Megastructure Completion (Yr 720909): In Year 720909, researchers in The Great Orionex Imperium ac... | Colonization (Yr 720984): In Year 720984, a joint colony was founded in Vega Sigma by ..."
100 Years,721000,721100,"Colonization (Yr 721041): In Year 721041, The Great Allied Imperium established a scie..."
100 Years,721100,721200,"Scientific Breakthrough (Yr 721107): In Year 721107, researchers in The Scientific Technocracy ac... | Colonization (Yr 721157): In Year 721157, colonial fleets from The Great Thranan Imper..."
100 Years,721200,721300,"Orbital Battle (Yr 721282): In Year 721282, a skirmish broke out in Capella Major betwee... | Economic Event (Yr 721221): In Year 721221, industrial megacorporations in The Consolida..."
100 Years,721300,721400,"Colonization (Yr 721335): In Year 721335, The Great Unified Imperium established a sci..."
100 Years,721400,721500,"Defense Pact (Yr 721415): In Year 721415, the The Cygnan Technocracy and The Scientifi... | Economic Event (Yr 721486): In Year 721486, a gold rush of rare FTL fuel elements trigge..."
100 Years,721500,721600,"Megastructure Completion (Yr 721569): In Year 721569, the The Great Unified Imperium completed the..."
100 Years,721600,721700,"War Declaration (Yr 721663): In Year 721663, The Consolidated Scientific Systems successf..."
100 Years,721700,721800,"Economic Collapse (Yr 721739): In Year 721739, The Great Zylarite Imperium experienced a ma..."
100 Years,721800,721900,"Resource Catastrophe (Yr 721824): In Year 721824, the FTL jump gate in Betelgeuse Prime suffer... | Megastructure Completion (Yr 721892): In Year 721892, a breakthrough in zero-point energy generati..."
100 Years,721900,722000,"Planetary Invasion (Yr 721969): In Year 721969, a devastating fleet battle occurred in the V..."
100 Years,722000,722100,"Scientific Breakthrough (Yr 722040): In Year 722040, The Great Unified Imperium successfully comp..."
100 Years,722100,722200,"Scientific Breakthrough (Yr 722107): In Year 722107, a breakthrough in zero-point energy generati..."
100 Years,722200,722300,"Economic Collapse (Yr 722202): In Year 722202, a gold rush of rare FTL fuel elements trigge... | Colonization (Yr 722256): In Year 722256, a joint colony was founded in Arcturus Reach..."
100 Years,722300,722400,"Resource Catastrophe (Yr 722391): In Year 722391, the FTL jump gate in Antares Prime suffered ... | Peace Treaty Signing (Yr 722311): In Year 722311, The Omega-bulgis AI Hegemony acted as a peac..."
100 Years,722400,722500,"Resource Catastrophe (Yr 722443): In Year 722443, a mysterious cosmic pandemic swept through A..."
100 Years,722500,722600,"Colonization (Yr 722537): In Year 722537, colonial fleets from The Great Unified Imper..."
100 Years,722600,722700,"AI Uprising (Yr 722600): In Year 722600, a mysterious cosmic pandemic swept through O..."
100 Years,722700,722800,"Galactic Federation (Yr 722700): In Year 722700, diplomatic relations between The Great Zelia... | Scientific Breakthrough (Yr 722777): In Year 722777, researchers in The Orionite AI Hegemony achi..."
100 Years,722800,722900,"AI Uprising (Yr 722877): In Year 722877, a mysterious cosmic pandemic swept through P..."
100 Years,722900,723000,"War Declaration (Yr 722990): In Year 722990, The Great Xenex Imperium successfully annexe... | Colonization (Yr 722931): In Year 722931, a joint colony was founded in Orion Nebula b..."
100 Years,723000,723100,"Colonization (Yr 723084): In Year 723084, a joint colony was founded in Sagittarius Si..."
100 Years,723100,723200,"Megastructure Completion (Yr 723142): In Year 723142, The Consolidated Orionan Systems successfull..."
100 Years,723200,723300,"Economic Collapse (Yr 723291): In Year 723291, industrial megacorporations in The Great All... | Refugee Crisis (Yr 723235): In Year 723235, the FTL jump gate in Perseus Nebula suffered..."
100 Years,723300,723400,"Orbital Battle (Yr 723390): In Year 723390, a devastating fleet battle occurred in the R..."
100 Years,723400,723500,"Peace Treaty Signing (Yr 723474): In Year 723474, The Great Scientific Imperium acted as a pea..."
100 Years,723500,723600,"Refugee Crisis (Yr 723541): In Year 723541, a catastrophic solar flare in Sirius Expanse..."
100 Years,723600,723700,"Deep Space Engagement (Yr 723639): In Year 723639, The Great Allied Imperium successfully annex..."
100 Years,723700,723800,"Refugee Crisis (Yr 723739): In Year 723739, a rogue AI network in The Great Unified Impe... | Defense Pact (Yr 723791): In Year 723791, the The Scientific Technocracy and The Aurel..."
100 Years,723800,723900,"Economic Event (Yr 723865): In Year 723865, a gold rush of rare FTL fuel elements trigge..."
100 Years,723900,724000,"Orbital Battle (Yr 723931): In Year 723931, the The Unified Technocracy launched a surpr..."
100 Years,724000,724100,"Megastructure Completion (Yr 724025): In Year 724025, The Great Scientific Imperium successfully c... | Defense Pact (Yr 724096): In Year 724096, the The Great Scientific Imperium and The Ze..."
100 Years,724100,724200,"Colonization (Yr 724191): In Year 724191, The Zelian AI Hegemony established a science..."
100 Years,724200,724300,"Refugee Crisis (Yr 724262): In Year 724262, a rogue AI network in The Great Consolidated..."
100 Years,724300,724400,"Peace Treaty Signing (Yr 724313): In Year 724313, The Great Consolidated Imperium acted as a p... | Alliance Formation (Yr 724369): In Year 724369, the The Thranite Technocracy and The Zylaria..."
100 Years,724400,724500,"Alliance Formation (Yr 724421): In Year 724421, diplomatic relations between The Great Scien..."
100 Years,724500,724600,"Refugee Crisis (Yr 724513): In Year 724513, a catastrophic solar flare in Procyon Sigma ... | Refugee Crisis (Yr 724566): In Year 724566, a rogue AI network in The Great Allied Imper..."
100 Years,724600,724700,"Market Crash (Yr 724626): In Year 724626, industrial megacorporations in The Great Gam... | Economic Event (Yr 724692): In Year 724692, resource depletion in the Orion Prime sector..."
100 Years,724700,724800,"Scientific Breakthrough (Yr 724756): In Year 724756, a breakthrough in zero-point energy generati..."
100 Years,724800,724900,"FTL Network Failure (Yr 724856): In Year 724856, a mysterious cosmic pandemic swept through R..."
100 Years,724900,725000,"Peace Treaty Signing (Yr 724909): In Year 724909, the The Perseian Technocracy and The Orionit..."
100 Years,725000,725100,"Scientific Breakthrough (Yr 725005): In Year 725005, a breakthrough in zero-point energy generati... | Economic Event (Yr 725077): In Year 725077, resource depletion in the Procyon Sigma sect..."
100 Years,725100,725200,"War Declaration (Yr 725172): In Year 725172, The Great Unified Imperium successfully anne..."
100 Years,725200,725300,"Wormhole Collapse (Yr 725228): In Year 725228, a catastrophic solar flare in Sirius Reach d... | Defense Pact (Yr 725299): In Year 725299, the The Great Unified Imperium and The Scien..."
100 Years,725300,725400,"War End (Yr 725398): In Year 725398, a skirmish broke out in Arcturus Beta betwee..."
100 Years,725400,725500,"Planetary Invasion (Yr 725479): In Year 725479, a skirmish broke out in Sirius Minor between..."
100 Years,725500,725600,"Planetary Invasion (Yr 725550): In Year 725550, the joint fleets of The Aurelian Technocracy..."
100 Years,725600,725700,"Scientific Breakthrough (Yr 725638): In Year 725638, The Unified Technocracy successfully complet... | Deep Space Engagement (Yr 725694): In Year 725694, a devastating fleet battle occurred in the P..."
100 Years,725700,725800,"Galactic Federation (Yr 725793): In Year 725793, the The Great Unified Imperium and The Gamma..."
100 Years,725800,725900,"Economic Collapse (Yr 725893): In Year 725893, resource depletion in the Antares Reach sect..."
100 Years,725900,726000,"Resource Catastrophe (Yr 725974): In Year 725974, the FTL jump gate in Arcturus Expanse suffer..."
100 Years,726000,726100,"War End (Yr 726056): In Year 726056, the The Merex AI Hegemony launched a surpris..."
100 Years,726100,726200,"Market Crash (Yr 726145): In Year 726145, The Consolidated Merari Systems experienced ..."
100 Years,726200,726300,"Defense Pact (Yr 726212): In Year 726212, The Vesperian AI Hegemony acted as a peace m... | Defense Pact (Yr 726289): In Year 726289, the The Unified Technocracy and The Vesperit..."
100 Years,726300,726400,"Colonization (Yr 726343): In Year 726343, The Allied Star Empire established a science..."
100 Years,726400,726500,"Peace Treaty Signing (Yr 726436): In Year 726436, diplomatic relations between The Great Unifi..."
100 Years,726500,726600,"Alliance Formation (Yr 726519): In Year 726519, The Consolidated Chi-bulgis Systems acted as... | Colonization (Yr 726569): In Year 726569, a joint colony was founded in Castor Prime b..."
100 Years,726600,726700,"War Declaration (Yr 726649): In Year 726649, the The Aurelian AI Hegemony launched a surp..."
100 Years,726700,726800,"Peace Treaty Signing (Yr 726777): In Year 726777, the The Orionite AI Hegemony and The Great S... | Deep Space Engagement (Yr 726717): In Year 726717, the The Great Allied Imperium launched a sur..."
100 Years,726800,726900,"Colonization (Yr 726837): In Year 726837, a joint colony was founded in Arcturus Prime..."
100 Years,726900,727000,"Economic Collapse (Yr 726919): In Year 726919, resource depletion in the Polaris Major sect... | Trade Agreement (Yr 726981): In Year 726981, resource depletion in the Rigel Major sector..."
100 Years,727000,727100,"Scientific Breakthrough (Yr 727071): In Year 727071, The Unified Technocracy successfully complet..."
100 Years,727100,727200,"Market Crash (Yr 727143): In Year 727143, industrial megacorporations in The Great Zyl... | Trade Agreement (Yr 727195): In Year 727195, industrial megacorporations in The Vesperan ..."
100 Years,727200,727300,"Colonization (Yr 727266): In Year 727266, colonial fleets from The Consolidated Unifie..."
100 Years,727300,727400,"Colonization (Yr 727332): In Year 727332, a joint colony was founded in Centauri Minor..."
100 Years,727400,727500,"Alliance Formation (Yr 727432): In Year 727432, diplomatic relations between The Unified Tec..."
100 Years,727500,727600,"Planetary Invasion (Yr 727531): In Year 727531, a skirmish broke out in Arcturus Minor betwe..."
100 Years,727600,727700,"Alliance Formation (Yr 727631): In Year 727631, the The Great Orionian Imperium and The Mero... | Trade Agreement (Yr 727690): In Year 727690, a gold rush of rare FTL fuel elements trigge..."
100 Years,727700,727800,"Deep Space Engagement (Yr 727788): In Year 727788, The Great Consolidated Imperium successfully..."
100 Years,727800,727900,"AI Uprising (Yr 727888): In Year 727888, a rogue AI network in The Consolidated Conso..."
100 Years,727900,728000,"Trade Agreement (Yr 727971): In Year 727971, The Aurelari Technocracy experienced a massi..."
100 Years,728000,728100,"Megastructure Completion (Yr 728036): In Year 728036, The Consolidated Unified Systems successfull..."
100 Years,728100,728200,"Economic Collapse (Yr 728172): In Year 728172, a gold rush of rare FTL fuel elements trigge... | War Declaration (Yr 728109): In Year 728109, The Unified Technocracy successfully annexed..."
100 Years,728200,728300,"Wormhole Collapse (Yr 728232): In Year 728232, the FTL jump gate in Vega Prime suffered a c..."
100 Years,728300,728400,"Scientific Breakthrough (Yr 728321): In Year 728321, The Allied Technocracy successfully complete... | Deep Space Engagement (Yr 728373): In Year 728373, a devastating fleet battle occurred in the P..."
100 Years,728400,728500,"War End (Yr 728495): In Year 728495, the joint fleets of The Unified Technocracy ... | Trade Agreement (Yr 728425): In Year 728425, The Unified Technocracy experienced a massiv..."
100 Years,728500,728600,"Galactic Federation (Yr 728587): In Year 728587, the The Great Galactican Imperium and The Gr..."
100 Years,728600,728700,"Scientific Breakthrough (Yr 728662): In Year 728662, the The Scientific Technocracy completed the..."
100 Years,728700,728800,"Alliance Formation (Yr 728737): In Year 728737, diplomatic relations between The Scientific ..."
100 Years,728800,728900,"Deep Space Engagement (Yr 728812): In Year 728812, a devastating fleet battle occurred in the P... | Colonization (Yr 728873): In Year 728873, a joint colony was founded in Sagittarius Ar..."
100 Years,728900,729000,"Scientific Breakthrough (Yr 728942): In Year 728942, The Consolidated Unified Systems successfull..."
100 Years,729000,729100,"Refugee Crisis (Yr 729079): In Year 729079, the FTL jump gate in Antares Expanse suffere... | War Declaration (Yr 729011): In Year 729011, the joint fleets of The Great Unified Imperi..."
100 Years,729100,729200,"Pandemic Event (Yr 729177): In Year 729177, a rogue AI network in The Great Consolidated..."
100 Years,729200,729300,"Market Crash (Yr 729255): In Year 729255, a gold rush of rare FTL fuel elements trigge..."
100 Years,729300,729400,"AI Uprising (Yr 729326): In Year 729326, a mysterious cosmic pandemic swept through P... | Alliance Formation (Yr 729377): In Year 729377, The Aurelian Technocracy acted as a peace me..."
100 Years,729400,729500,"Megastructure Completion (Yr 729469): In Year 729469, researchers in The Merex AI Hegemony achieve..."
100 Years,729500,729600,"Wormhole Collapse (Yr 729526): In Year 729526, a catastrophic solar flare in Aldebaran Majo... | Megastructure Completion (Yr 729598): In Year 729598, the The Allied Technocracy completed the con..."
100 Years,729600,729700,"Peace Treaty Signing (Yr 729691): In Year 729691, diplomatic relations between The Consolidate..."
100 Years,729700,729800,"Scientific Breakthrough (Yr 729761): In Year 729761, a breakthrough in zero-point energy generati..."
100 Years,729800,729900,"Colonization (Yr 729843): In Year 729843, a joint colony was founded in Arcturus Minor..."
100 Years,729900,730000,"AI Uprising (Yr 729907): In Year 729907, the FTL jump gate in Procyon Reach suffered ..."
100 Years,730000,730100,"Megastructure Completion (Yr 730006): In Year 730006, The Consolidated Star Empire successfully co... | Scientific Breakthrough (Yr 730080): In Year 730080, researchers in The Scientific Technocracy ac..."
100 Years,730100,730200,"Peace Treaty Signing (Yr 730178): In Year 730178, The Allied Star Empire acted as a peace medi..."
100 Years,730200,730300,"Trade Agreement (Yr 730255): In Year 730255, The Allied Technocracy experienced a massive..."
100 Years,730300,730400,"War Declaration (Yr 730314): In Year 730314, the joint fleets of The Great Unified Imperi... | Defense Pact (Yr 730387): In Year 730387, diplomatic relations between The Unified Tec..."
100 Years,730400,730500,"AI Uprising (Yr 730468): In Year 730468, a rogue AI network in The Meroid Technocracy..."
100 Years,730500,730600,"Colonization (Yr 730549): In Year 730549, colonial fleets from The Great Zylarite Impe..."
100 Years,730600,730700,"Colonization (Yr 730674): In Year 730674, The Great Scientific Imperium established a ... | Market Crash (Yr 730602): In Year 730602, industrial megacorporations in The Great Ori..."
100 Years,730700,730800,"Colonization (Yr 730761): In Year 730761, The Bulgite Technocracy established a scienc..."
100 Years,730800,730900,"Colonization (Yr 730842): In Year 730842, colonial fleets from The Great Kaelumite Imp..."
100 Years,730900,731000,"Colonization (Yr 730938): In Year 730938, colonial fleets from The Great Orionian Impe..."
100 Years,731000,731100,"Refugee Crisis (Yr 731084): In Year 731084, a mysterious cosmic pandemic swept through A... | Colonization (Yr 731022): In Year 731022, colonial fleets from The Great Unified Imper..."
100 Years,731100,731200,"War Declaration (Yr 731177): In Year 731177, the The Great Unified Imperium launched a su..."
