tick,year,civilization_id,civilization_name,decision,reason,result
9,900,7ba9deb67e,Consolidated Xenoid Worlds,RESEARCH,Research priorities chosen due to curiosity (81.5) and tech potential (16.6).,Technological level increased by 0.132 to 10.553.
9,900,785ce4730c,Unified Xenan Council,RESEARCH,Research priorities chosen due to curiosity (72.0) and tech potential (14.2).,Technological level increased by 0.122 to 9.809.
9,900,7135e43d15,Consolidated Valoid Worlds,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,dbf06f7273,Orionite Directorate,TRADE,Proposed trade agreement to neighbor Consolidated Valoid Worlds (distance: 0.0 LY).,Consolidated Valoid Worlds declined trade proposal from Orionite Directorate.
9,900,8f64eb0a84,Vesperan Commonwealth,DEFEND,High threat (81.3) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,c87f4b2d09,Consolidated Zelite Worlds,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,c59e7444f5,Meran Commonwealth,ALLY,Diplomatic outreach for alliance sent to Unified Meris Council (distance: 0.0 LY).,Unified Meris Council immediately rejected alliance from Meran Commonwealth due to low relations (16.7).
9,900,111ab1a74e,Unified Meris Council,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,762d1b3438,Unified Merian Council,TRADE,Proposed trade agreement to neighbor Meran Commonwealth (distance: 0.0 LY).,Trade treaty established between Unified Merian Council and Meran Commonwealth.
9,900,41e5776038,Unified Orionan Council,DEFEND,High threat (64.6) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,11c4291fc3,Vesperite Commonwealth,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 18.9% to 28.9%.
9,900,c8c30fa0a1,Orionan Directorate,TRADE,Proposed trade agreement to neighbor Vesperite Commonwealth (distance: 0.0 LY).,Vesperite Commonwealth declined trade proposal from Orionan Directorate.
9,900,41a9345e47,The Aurelian Federation,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,6edc6616b2,Scientific Galacticite Union,RESEARCH,Research priorities chosen due to curiosity (99.0) and tech potential (18.3).,Technological level increased by 0.149 to 8.671.
9,900,82b29167c3,Galactican Directorate,RESEARCH,Research priorities chosen due to curiosity (82.6) and tech potential (15.1).,Technological level increased by 0.133 to 8.442.
9,900,cbdac2fac3,Scientific Zylarex Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,9891e1dd90,Scientific Kaelumari Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,5087e1422a,Unified Zeloid Council,DEFEND,High threat (73.1) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,5d94c085f5,Allied Valis Systems,COLONIZE,Colonization wave initiated targeting nearby unoccupied system at distance 0.0 LY.,Successfully established colony on planet HIP 233393-d. Spent 400 resources.
9,900,cc71651dca,Unified Solex Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,b7f420628f,Consolidated Iota-perseis Worlds,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
9,900,1a2a63b5eb,Allied Thranian Systems,RESEARCH,Research priorities chosen due to curiosity (62.6) and tech potential (12.4).,Technological level increased by 0.113 to 9.912.
9,900,9eeb4737e9,Unified Merite Council,RESEARCH,Research priorities chosen due to curiosity (98.0) and tech potential (20.0).,Technological level increased by 0.148 to 10.765.
9,900,8e17c1b492,Solex Commonwealth,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
9,900,35e0e185b7,Scientific Valan Union,RESEARCH,Research priorities chosen due to curiosity (95.7) and tech potential (17.9).,Technological level increased by 0.146 to 8.793.
9,900,15c488fdb9,Unified Vesperite Council,RESEARCH,Research priorities chosen due to curiosity (89.7) and tech potential (18.3).,Technological level increased by 0.140 to 10.550.
9,900,52be76d999,Zelian Directorate,RESEARCH,Research priorities chosen due to curiosity (74.6) and tech potential (14.8).,Technological level increased by 0.125 to 9.913.
9,900,2d148d0e47,Allied Cygnian Systems,RESEARCH,Research priorities chosen due to curiosity (77.7) and tech potential (15.8).,Technological level increased by 0.128 to 10.417.
9,900,a4eac32597,Scientific Omega-cygnis Union,ALLY,Diplomatic outreach for alliance sent to Allied Cygnian Systems (distance: 0.0 LY).,Allied Cygnian Systems immediately rejected alliance from Scientific Omega-cygnis Union due to low relations (9.8).
9,900,f94aaeed85,Allied Cygnite Systems,RESEARCH,Research priorities chosen due to curiosity (68.4) and tech potential (13.4).,Technological level increased by 0.118 to 9.760.
9,900,a9283be55d,The Epsilon-perseis Federation,TRADE,Proposed trade agreement to neighbor Scientific Persean Union (distance: 0.0 LY).,Scientific Persean Union declined trade proposal from The Epsilon-perseis Federation.
9,900,27d9c8dc46,The Perseian Federation,DEFEND,High threat (75.3) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,2c89a9e0dc,Scientific Persean Union,DEFEND,High threat (67.1) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,c45231c414,Scientific Epsilon-perseis Union,DEFEND,Strategic defense posture and peace initiative.,Fortified defenses (+15.0 stability) and signed peace treaty with The Perseian Federation.
9,900,7fdb421436,Consolidated Cygnian Worlds,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,b323933feb,Allied Solian Systems,RESEARCH,Research priorities chosen due to curiosity (64.9) and tech potential (10.8).,Technological level increased by 0.115 to 6.752.
9,900,c5f014b287,Bulgan Directorate,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
9,900,8d88177d24,Bulgian Directorate,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (18.8).,Technological level increased by 0.150 to 8.969.
9,900,e1c4b2ed14,Scientific Vesperan Union,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,a568c633c8,Aurelari Directorate,RESEARCH,Research priorities chosen due to curiosity (76.7) and tech potential (13.2).,Technological level increased by 0.127 to 7.298.
9,900,0187c7d64a,The Vesperan Federation,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,189d8d8d1b,Valite Directorate,ALLY,Diplomatic outreach for alliance sent to The Vesperan Federation (distance: 0.0 LY).,The Vesperan Federation immediately rejected alliance from Valite Directorate due to low relations (-100.0).
9,900,57f00e3f50,Unified Vesperite Council,RESEARCH,Research priorities chosen due to curiosity (97.1) and tech potential (20.0).,Technological level increased by 0.147 to 10.729.
9,900,d427d38a9f,Unified Kaelumex Council,ALLY,Diplomatic outreach for alliance sent to The Vesperan Federation (distance: 0.0 LY).,The Vesperan Federation immediately rejected alliance from Unified Kaelumex Council due to low relations (-100.0).
9,900,f1337406a3,Thranan Directorate,TRADE,Proposed trade agreement to neighbor Zelari Commonwealth (distance: 0.0 LY).,Zelari Commonwealth declined trade proposal from Thranan Directorate.
9,900,ecbe2dc98a,Zelari Commonwealth,DEFEND,High threat (73.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,354b63d6d6,Scientific Solex Union,RESEARCH,Research priorities chosen due to curiosity (99.9) and tech potential (20.0).,Technological level increased by 0.150 to 10.621.
9,900,fce0550f04,Unified Thranian Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,f7a8fcf1b2,Scientific Aurelari Union,RESEARCH,Research priorities chosen due to curiosity (88.6) and tech potential (17.8).,Technological level increased by 0.139 to 10.179.
9,900,8c80ad65b6,Orionex Directorate,DEFEND,High threat (65.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,65154f1c30,Scientific Kaeluman Union,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (41.6).,Gained 300.0 resource units and +5.0 stability.
9,900,e6f9f9e411,Unified Kaelumex Council,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (19.8).,Technological level increased by 0.150 to 9.908.
9,900,24e153416d,Unified Aurelis Council,RESEARCH,Research priorities chosen due to curiosity (87.4) and tech potential (17.9).,Technological level increased by 0.137 to 10.584.
9,900,38ade68c1e,Scientific Thranex Union,ALLY,Diplomatic outreach for alliance sent to Unified Aurelis Council (distance: 0.0 LY).,Unified Aurelis Council immediately rejected alliance from Scientific Thranex Union due to low relations (10.9).
9,900,eacab5ee97,Thranan Directorate,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,fadaa4a404,Valian Directorate,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
9,900,ebda9e7b67,Solite Directorate,RESEARCH,Research priorities chosen due to curiosity (89.5) and tech potential (18.2).,Technological level increased by 0.140 to 10.456.
9,900,de8a7cab3b,Unified Merian Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 18.6% to 47.3%.
9,900,5573af18db,Merian Directorate,ATTACK,Military conquest declared due to aggression (45.3) and poor relationships.,"WAR OUTCOME: Coalition [Merian Directorate] defeated Coalition [Zylarian Commonwealth]. Zylarian Commonwealth lost 2,080,561,635 population (40.0%) and reparated 527.6 resources."
9,900,e13216033f,Meroid Directorate,ALLY,Diplomatic outreach for alliance sent to Merian Directorate (distance: 0.0 LY).,Merian Directorate immediately rejected alliance from Meroid Directorate due to low relations (10.3).
9,900,bee1d78260,Zylarian Commonwealth,ATTACK,"Military attack intended, but no targets were viable.",Fell back to defense consolidation: gained +10.0 stability.
9,900,2a8b6fc81d,Unified Zylarite Council,DEFEND,High threat (71.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,2320636026,Unified Valian Council,RESEARCH,Research priorities chosen due to curiosity (79.9) and tech potential (14.8).,Technological level increased by 0.130 to 8.658.
9,900,e976b29c9d,Scientific Orionoid Union,BUILD_MEGASTRUCTURE,Started construction of Matrioshka Brain to boost galactic Kardashev footprint.,Initiated Matrioshka Brain project (progress: 10%). Spent 800 resources.
9,900,dc0074adc3,Unified Valite Council,RESEARCH,Research priorities chosen due to curiosity (99.2) and tech potential (20.0).,Technological level increased by 0.149 to 10.466.
9,900,303a3df484,Unified Zelex Council,ALLY,Diplomatic outreach for alliance sent to Aurelian Directorate (distance: 0.0 LY).,Aurelian Directorate immediately rejected alliance from Unified Zelex Council due to low relations (4.0).
9,900,02b9381952,Aurelian Directorate,DEFEND,High threat (61.1) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,08caaac3af,Unified Orionian Council,RESEARCH,Research priorities chosen due to curiosity (89.9) and tech potential (18.7).,Technological level increased by 0.140 to 10.981.
9,900,0ad458611c,Unified Orionian Council,RESEARCH,Research priorities chosen due to curiosity (89.8) and tech potential (18.1).,Technological level increased by 0.140 to 10.254.
9,900,c2fe0ab024,Unified Orionan Council,RESEARCH,Research priorities chosen due to curiosity (86.2) and tech potential (15.0).,Technological level increased by 0.136 to 7.498.
9,900,91474e8269,Vesperian Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.9% to 69.2%.
9,900,32d2bbd884,Unified Zelan Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,f343101fe6,Unified Aurelari Council,ALLY,Diplomatic outreach for alliance sent to Unified Merex Council (distance: 0.0 LY).,Unified Merex Council immediately rejected alliance from Unified Aurelari Council due to low relations (7.0).
9,900,1cf19da3a9,Unified Merex Council,DEFEND,High threat (63.0) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,fc241018ec,Kaelumis Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,2c6958242d,Merian Commonwealth,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,950050e41a,Zylarite Commonwealth,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,2e4e7545f5,Unified Xenian Council,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
9,900,f9c2058d1a,Zylarian Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Swarm.,Advanced Dyson Swarm construction progress by 17.6% to 45.1%.
9,900,28100766c8,Bulgite Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,bbf8578e8c,Unified Orionite Council,TRADE,Proposed trade agreement to neighbor Merari Directorate (distance: 0.0 LY).,Trade treaty established between Unified Orionite Council and Merari Directorate.
9,900,8478dfd6f7,Merari Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (27.1).,Gained 300.0 resource units and +5.0 stability.
9,900,6f1e390274,Kaelumis Directorate,RESEARCH,Research priorities chosen due to curiosity (75.7) and tech potential (14.7).,Technological level increased by 0.126 to 9.510.
9,900,b12b67a0db,Unified Zelian Council,RESEARCH,Research priorities chosen due to curiosity (70.5) and tech potential (13.2).,Technological level increased by 0.121 to 8.839.
9,900,28728de334,Scientific Xenite Union,RESEARCH,Research priorities chosen due to curiosity (92.4) and tech potential (18.7).,Technological level increased by 0.142 to 10.425.
9,900,5d6505f12a,Unified Aurelis Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Ringworld.,Advanced Ringworld construction progress by 20.1% to 70.3%.
9,900,2c64149009,Unified Vesperex Council,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,ed45fe3a8d,Vesperari Directorate,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 20.9% to 51.8%.
9,900,b1f20b8a8c,The Aurelan Federation,ALLY,Diplomatic outreach for alliance sent to Unified Vesperex Council (distance: 0.0 LY).,Unified Vesperex Council immediately rejected alliance from The Aurelan Federation due to low relations (17.5).
9,900,43cb04ad80,Xenoid Directorate,ALLY,No alliance targets found within proximity.,Fell back to defense posturing: boosted stability by +10.0.
9,900,3a375c2f6d,Scientific Xenan Union,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,0fa7096d5a,Zelis Directorate,RESEARCH,Research priorities chosen due to curiosity (86.4) and tech potential (17.5).,Technological level increased by 0.136 to 10.413.
9,900,3c196b299c,Scientific Vesperari Union,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,1a67be5b7f,Scientific Zelite Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,862f6cbc45,Unified Thranan Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Stellar Engine.,Advanced Stellar Engine construction progress by 19.8% to 29.8%.
9,900,9883f23173,Consolidated Aureloid Worlds,RESEARCH,Research priorities chosen due to curiosity (70.8) and tech potential (14.5).,Technological level increased by 0.121 to 10.611.
9,900,22c13af7a1,Unified Vesperoid Council,RESEARCH,Research priorities chosen due to curiosity (80.5) and tech potential (15.9).,Technological level increased by 0.131 to 9.851.
9,900,ac70f57b73,Unified Solex Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,60a971a839,Cygnan Directorate,RESEARCH,Research priorities chosen due to curiosity (73.6) and tech potential (14.8).,Technological level increased by 0.124 to 10.263.
9,900,e941b86692,Cygnite Commonwealth,RESEARCH,Research priorities chosen due to curiosity (65.4) and tech potential (13.2).,Technological level increased by 0.115 to 10.240.
9,900,8dcb447d0f,Cygnian Directorate,ALLY,Diplomatic outreach for alliance sent to Cygnan Directorate (distance: 0.0 LY).,Cygnan Directorate immediately rejected alliance from Cygnian Directorate due to low relations (-100.0).
9,900,0130446f7e,Scientific Kaelumis Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Unified Meran Council.
9,900,d1ebd8161b,Unified Meran Council,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (34.3).,Gained 300.0 resource units and +5.0 stability.
9,900,d056d7ce4a,Scientific Thranex Union,RESEARCH,Research priorities chosen due to curiosity (86.1) and tech potential (17.2).,Technological level increased by 0.136 to 10.177.
9,900,74136dc7b0,The Solari Federation,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Scientific Kaelumis Union.
9,900,61dc46303f,Consolidated Zelis Worlds,RESEARCH,Research priorities chosen due to curiosity (80.0) and tech potential (14.6).,Technological level increased by 0.130 to 8.404.
9,900,8fbf42f886,Vesperis Commonwealth,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,7388512271,Unified Orionari Council,ALLY,Diplomatic outreach for alliance sent to Consolidated Zelis Worlds (distance: 0.0 LY).,Consolidated Zelis Worlds immediately rejected alliance from Unified Orionari Council due to low relations (19.9).
9,900,b6ae409cbf,Unified Vesperite Council,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,622de7102b,Orionite Commonwealth,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
9,900,996190e522,Orionan Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,f7bd18e491,Thranis Commonwealth,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Sphere.,Advanced Dyson Sphere construction progress by 18.1% to 46.1%.
9,900,556d6c2378,Meroid Directorate,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,ff559623e3,Consolidated Merian Worlds,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,a38e0777cd,Zelex Directorate,RESEARCH,Research priorities chosen due to curiosity (81.7) and tech potential (15.0).,Technological level increased by 0.132 to 8.545.
9,900,4c2540c708,Unified Orionoid Council,RESEARCH,Research priorities chosen due to curiosity (90.8) and tech potential (18.6).,Technological level increased by 0.141 to 10.593.
9,900,b7069c3852,Unified Orionex Council,ALLY,Diplomatic outreach for alliance sent to Consolidated Xenari Worlds (distance: 0.0 LY).,Consolidated Xenari Worlds immediately rejected alliance from Unified Orionex Council due to low relations (18.0).
9,900,81714ff4c3,Consolidated Xenari Worlds,RESEARCH,Research priorities chosen due to curiosity (72.1) and tech potential (13.4).,Technological level increased by 0.122 to 8.764.
9,900,f3f5dfde4c,Scientific Zelis Union,RESEARCH,Research priorities chosen due to curiosity (87.9) and tech potential (18.1).,Technological level increased by 0.138 to 10.702.
9,900,e12feef736,Scientific Kaeluman Union,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (30.8).,Gained 300.0 resource units and +5.0 stability.
9,900,fba15f0324,Unified Vesperoid Council,RESEARCH,Research priorities chosen due to curiosity (77.3) and tech potential (16.0).,Technological level increased by 0.127 to 10.817.
9,900,350e107aae,Allied Aurelan Systems,ATTACK,Military conquest declared due to aggression (56.2) and poor relationships.,"WAR OUTCOME: Coalition [Scientific Kaeluman Union] successfully defended against Coalition [Allied Aurelan Systems]. Attacker Allied Aurelan Systems suffered military defeat, losing 2,921,072,236 population and paying 482.2 resources in reparations."
9,900,22091a7056,Scientific Zylaris Union,ALLY,Diplomatic outreach for alliance sent to Unified Orionex Council (distance: 0.0 LY).,Unified Orionex Council immediately rejected alliance from Scientific Zylaris Union due to low relations (3.7).
9,900,03d3903c7c,Unified Orionex Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,2211d3100d,Kaelumex Directorate,RESEARCH,Research priorities chosen due to curiosity (83.2) and tech potential (15.9).,Technological level increased by 0.133 to 9.217.
9,900,459f704847,Thranari Directorate,RESEARCH,Research priorities chosen due to curiosity (91.0) and tech potential (18.3).,Technological level increased by 0.141 to 10.293.
9,900,575810e85b,Scientific Orionex Union,RESEARCH,Research priorities chosen due to curiosity (94.1) and tech potential (19.5).,Technological level increased by 0.144 to 10.906.
9,900,182edcdd37,Aurelan Commonwealth,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,e47a782635,The Xi-sagittariis Federation,TRADE,No eligible trading partners within proximity.,Fell back to local expansion: gained 150 resources.
9,900,2705d84a32,Unified Vesperari Council,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Ringworld.,Advanced Ringworld construction progress by 18.9% to 28.9%.
9,900,92810d80b3,The Aurelis Federation,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,7e5521abbb,Scientific Kaelumis Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,b9ec32251d,Allied Zylarian Systems,RESEARCH,Research priorities chosen due to curiosity (68.0) and tech potential (13.4).,Technological level increased by 0.118 to 9.862.
9,900,7c376afd56,The Kaelumis Federation,BUILD_MEGASTRUCTURE,Advanced megastructure engineering for Dyson Sphere.,Advanced Dyson Sphere construction progress by 17.9% to 81.7%.
9,900,0cb785b3d6,Kaelumite Commonwealth,RESEARCH,Research priorities chosen due to curiosity (74.2) and tech potential (13.0).,Technological level increased by 0.124 to 7.618.
9,900,7bf42c3a49,Sagittariite Directorate,RESEARCH,Research priorities chosen due to curiosity (76.9) and tech potential (14.2).,Technological level increased by 0.127 to 8.644.
9,900,c3b1779520,Aurelis Commonwealth,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,37a4cea3d7,Consolidated Solite Worlds,DEFEND,High threat (66.6) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,57733c8324,Scientific Merite Union,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (20.0).,Technological level increased by 0.150 to 11.071.
9,900,467216187a,Allied Thranex Systems,RESEARCH,Research priorities chosen due to curiosity (78.7) and tech potential (15.7).,Technological level increased by 0.129 to 10.019.
9,900,e00bc2a5e5,Thranite Directorate,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (18.9).,Technological level increased by 0.150 to 9.065.
9,900,b2c9872c2d,Unified Sagittariite Council,DEFEND,High threat (61.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
9,900,792f609a6f,Unified Sagittariite Council,RESEARCH,Research priorities chosen due to curiosity (86.3) and tech potential (18.0).,Technological level increased by 0.136 to 10.958.
9,900,b9c3618013,Unified Sagittariite Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,3aa8ce54ee,Allied Sagittariian Systems,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (35.0).,Gained 300.0 resource units and +5.0 stability.
9,900,4b4e90bd89,The Meran Federation,RESEARCH,Research priorities chosen due to curiosity (86.3) and tech potential (17.4).,Technological level increased by 0.136 to 10.283.
9,900,764f599826,Unified Solite Council,RESEARCH,Research priorities chosen due to curiosity (94.0) and tech potential (19.4).,Technological level increased by 0.144 to 10.755.
9,900,83c39baf65,Zylarite Directorate,RESEARCH,Research priorities chosen due to curiosity (79.4) and tech potential (16.3).,Technological level increased by 0.129 to 10.692.
9,900,927dbfac0b,Scientific Kaelumis Union,RESEARCH,Research priorities chosen due to curiosity (78.1) and tech potential (15.7).,Technological level increased by 0.128 to 10.257.
9,900,8e65d7f5b1,Scientific Zeloid Union,ATTACK,Military conquest declared due to aggression (35.7) and poor relationships.,"WAR OUTCOME: Coalition [Scientific Zeloid Union] defeated Coalition [Scientific Kaelumis Union]. Scientific Kaelumis Union lost 445,290,618 population (40.0%) and reparated 603.2 resources."
9,900,f0f8b2423b,Xenex Directorate,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
9,900,31aeef2350,Scientific Solian Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
9,900,83775e646f,Consolidated Thranite Worlds,BUILD_MEGASTRUCTURE,Started construction of Dyson Swarm to boost galactic Kardashev footprint.,Initiated Dyson Swarm project (progress: 10%). Spent 800 resources.
9,900,2ed96a351c,Unified Valite Council,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
9,900,c1cc584fd5,Unified Merite Council,TRADE,Proposed trade agreement to neighbor Scientific Zelex Union (distance: 0.0 LY).,Scientific Zelex Union declined trade proposal from Unified Merite Council.
9,900,11452e96e6,Scientific Zelex Union,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
9,900,80ce70725d,Scientific Kaelumian Union,RESEARCH,Research priorities chosen due to curiosity (78.9) and tech potential (15.0).,Technological level increased by 0.129 to 9.148.
9,900,f61290c372,Scientific Orionari Union,RESEARCH,Research priorities chosen due to curiosity (86.4) and tech potential (17.5).,Technological level increased by 0.136 to 10.353.
9,900,71efb681fc,The Aureloid Federation,RESEARCH,Research priorities chosen due to curiosity (62.0) and tech potential (11.7).,Technological level increased by 0.112 to 8.884.
9,900,13b6f1c19c,Allied Orionite Systems,RESEARCH,Research priorities chosen due to curiosity (65.0) and tech potential (12.8).,Technological level increased by 0.115 to 9.871.
9,900,ee9099d9b7,Vesperan Directorate,RESEARCH,Research priorities chosen due to curiosity (82.1) and tech potential (16.7).,Technological level increased by 0.132 to 10.523.
9,900,38d523ac80,Scientific Vesperoid Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0). Broke trade treaties with Scientific Zylaroid Union.
9,900,4bf29f7756,Scientific Zylaroid Union,RESEARCH,Research priorities chosen due to curiosity (96.0) and tech potential (19.5).,Technological level increased by 0.146 to 10.465.
9,900,8a78a0e229,Unified Vesperoid Council,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
9,900,5fec320399,Unified Orionan Council,RESEARCH,Research priorities chosen due to curiosity (82.2) and tech potential (16.2).,Technological level increased by 0.132 to 9.800.
9,900,822326926a,Unified Meroid Council,COLONIZE,Colonization wave initiated targeting nearby unoccupied system at distance 0.0 LY.,Successfully established colony on planet TESS-2121-e. Spent 400 resources.
9,900,0a6e8b3547,The Nu-cygnis Federation,COLONIZE,Colonization wave initiated targeting nearby unoccupied system at distance 0.0 LY.,Successfully established colony on planet Nu Cygni-b. Spent 400 resources.
9,900,8bc980ecf5,Unified Meris Council,RESEARCH,Research priorities chosen due to curiosity (87.5) and tech potential (17.7).,Technological level increased by 0.138 to 10.312.
9,900,18daa88e4f,Scientific Rho-perseis Union,ALLY,Diplomatic outreach for alliance sent to Scientific Persean Union (distance: 0.0 LY).,Scientific Persean Union immediately rejected alliance from Scientific Rho-perseis Union due to low relations (-100.0).
9,900,b6d872712f,Scientific Persean Union,RESEARCH,Research priorities chosen due to curiosity (91.7) and tech potential (18.6).,Technological level increased by 0.142 to 10.493.
