event_id,year,timestamp,event_type,event_category,empire,participants,location,impact_score,historical_significance,description
prc_222397,540084,Year 540084,War Declaration,Military,The Consolidated Technocracy,The Consolidated Unified Systems,Capella Reach,25.0,Significant,"In Year 540084, The Consolidated Technocracy successfully annexed colonies of The Consolidated Unified Systems after a siege on their outer defense platforms."
prc_410218,540141,Year 540141,Scientific Breakthrough,Science,The Kaelumis AI Hegemony,The Unified AI Hegemony,Castor Beta,15.0,Significant,"In Year 540141, the The Kaelumis AI Hegemony completed the construction of a stellar observatory in Castor Beta, discovering new hyperspace routes."
prc_834277,540219,Year 540219,Economic Collapse,Economy,The Scientific Technocracy,The Thranis Technocracy,Rigel Nebula,75.0,Epochal,"In Year 540219, resource depletion in the Rigel Nebula sector caused trade disruptions for The Scientific Technocracy."
prc_535572,540277,Year 540277,Defense Pact,Diplomacy,The Great Scientific Imperium,The Thranan Technocracy,Centauri Nebula,20.0,Significant,"In Year 540277, the The Great Scientific Imperium and The Thranan Technocracy signed the historic Treaty of Centauri Nebula, establishing a formal alliance."
prc_460207,540358,Year 540358,Economic Event,Economy,The Consolidated Orionite Systems,The Persean AI Hegemony,Betelgeuse Nebula,5.0,Minor,"In Year 540358, The Consolidated Orionite Systems experienced a massive hyperinflation crisis, destabilizing trade routes across Betelgeuse Nebula."
prc_563434,540450,Year 540450,Resource Catastrophe,Crisis,The Merian AI Hegemony,The Aureloid Star Empire,Sagittarius Reach,65.0,Major,"In Year 540450, a rogue AI network in The Merian AI Hegemony initiated a localized machine uprising, causing widespread panic in Sagittarius Reach."
prc_608490,540541,Year 540541,Market Crash,Economy,The Consolidated Unified Systems,The Great Consolidated Imperium,Perseus Minor,5.0,Minor,"In Year 540541, industrial megacorporations in The Consolidated Unified Systems completed a major FTL trade hub in Perseus Minor, boosting GDP."
prc_213710,540603,Year 540603,Economic Event,Economy,The Cygnan Technocracy,The Great Tau-galacticis Imperium,Arcturus Major,5.0,Minor,"In Year 540603, The Cygnan Technocracy experienced a massive hyperinflation crisis, destabilizing trade routes across Arcturus Major."
prc_154805,540693,Year 540693,Refugee Crisis,Crisis,The Great Scientific Imperium,The Unified AI Hegemony,Vega Sigma,55.0,Major,"In Year 540693, the FTL jump gate in Vega Sigma suffered a critical containment breach, isolating several systems."
prc_591935,540766,Year 540766,Trade Agreement,Economy,The Allied Star Empire,The Consolidated Technocracy,Centauri Reach,5.0,Minor,"In Year 540766, industrial megacorporations in The Allied Star Empire completed a major FTL trade hub in Centauri Reach, boosting GDP."
prc_263261,540834,Year 540834,Megastructure Completion,Science,The Aurelian Technocracy,The Bulgian Star Empire,Capella Sigma,60.0,Major,"In Year 540834, the The Aurelian Technocracy completed the construction of a stellar observatory in Capella Sigma, discovering new hyperspace routes."
prc_124820,540932,Year 540932,Peace Treaty Signing,Diplomacy,The Scientific Technocracy,The Thranite Star Empire,Vega Major,20.0,Significant,"In Year 540932, the The Scientific Technocracy and The Thranite Star Empire formed a unified economic bloc during the Summit of Vega Major."
prc_144001,540993,Year 540993,War Declaration,Military,The Consolidated Scientific Systems,The Solari Technocracy,Rigel Expanse,25.0,Significant,"In Year 540993, the The Consolidated Scientific Systems launched a surprise offensive against The Solari Technocracy over territorial claims in the Rigel Expanse sector."
prc_638494,541072,Year 541072,Megastructure Completion,Science,The Vesperian AI Hegemony,The Great Unified Imperium,Centauri Sigma,60.0,Major,"In Year 541072, the The Vesperian AI Hegemony completed the construction of a stellar observatory in Centauri Sigma, discovering new hyperspace routes."
prc_492096,541151,Year 541151,Colony Assault,Military,The Consolidated Unified Systems,The Consolidated Technocracy,Castor Major,25.0,Significant,"In Year 541151, a skirmish broke out in Castor Major between The Consolidated Unified Systems patrols and The Consolidated Technocracy raiders."
prc_855679,541203,Year 541203,Wormhole Collapse,Crisis,The Great Unified Imperium,The Scientific Technocracy,Polaris Expanse,70.0,Epochal,"In Year 541203, a mysterious cosmic pandemic swept through Polaris Expanse, affecting the populations of The Great Unified Imperium and The Scientific Technocracy."
prc_143700,541292,Year 541292,Alliance Formation,Diplomacy,The Consolidated Bulgite Systems,The Consolidated Consolidated Systems,Procyon Nebula,15.0,Significant,"In Year 541292, the The Consolidated Bulgite Systems and The Consolidated Consolidated Systems formed a unified economic bloc during the Summit of Procyon Nebula."
prc_645088,541367,Year 541367,Colonization,Colonization,The Kaelumis Technocracy,The Great Cygnan Imperium,Polaris Arm,8.0,Minor,"In Year 541367, a joint colony was founded in Polaris Arm by settlers from both The Kaelumis Technocracy and The Great Cygnan Imperium."
prc_175696,541433,Year 541433,Colonization,Colonization,The Unified Technocracy,The Scientific Technocracy,Betelgeuse Sigma,8.0,Minor,"In Year 541433, colonial fleets from The Unified Technocracy successfully terraformed and settled the prime world of Betelgeuse Sigma."
prc_523531,541489,Year 541489,Planetary Invasion,Military,The Consolidated Unified Systems,The Bulgian Star Empire,Capella Reach,30.0,Significant,"In Year 541489, a devastating fleet battle occurred in the Capella Reach system where the forces of The Consolidated Unified Systems clashed with The Bulgian Star Empire."
prc_977141,541586,Year 541586,Economic Event,Economy,The Great Unified Imperium,The Great Scientific Imperium,Sirius Minor,5.0,Minor,"In Year 541586, resource depletion in the Sirius Minor sector caused trade disruptions for The Great Unified Imperium."
prc_718912,541659,Year 541659,Colonization,Colonization,The Great Unified Imperium,The Consolidated Zelari Systems,Capella Reach,8.0,Minor,"In Year 541659, The Great Unified Imperium established a science outpost on a hostile frozen planet in the Capella Reach system."
prc_345739,541759,Year 541759,Resource Catastrophe,Crisis,The Perseite AI Hegemony,The Allied Technocracy,Procyon Nebula,65.0,Major,"In Year 541759, a rogue AI network in The Perseite AI Hegemony initiated a localized machine uprising, causing widespread panic in Procyon Nebula."
prc_619320,541814,Year 541814,Colonization,Colonization,The Great Unified Imperium,The Perseian Technocracy,Sirius Prime,8.0,Minor,"In Year 541814, The Great Unified Imperium established a science outpost on a hostile frozen planet in the Sirius Prime system."
prc_274031,541866,Year 541866,Alliance Formation,Diplomacy,The Great Consolidated Imperium,The Consolidated Star Empire,Castor Major,15.0,Significant,"In Year 541866, the The Great Consolidated Imperium and The Consolidated Star Empire signed the historic Treaty of Castor Major, establishing a formal alliance."
prc_272378,541925,Year 541925,Market Crash,Economy,The Consolidated Bulgite Systems,The Consolidated Beta-bulgis Systems,Pollux Sigma,5.0,Minor,"In Year 541925, The Consolidated Bulgite Systems experienced a massive hyperinflation crisis, destabilizing trade routes across Pollux Sigma."
prc_572087,542009,Year 542009,Deep Space Engagement,Military,The Cygnian Technocracy,The Orionite Technocracy,Pollux Arm,15.0,Significant,"In Year 542009, a skirmish broke out in Pollux Arm between The Cygnian Technocracy patrols and The Orionite Technocracy raiders."
prc_280485,542072,Year 542072,Deep Space Engagement,Military,The Great Unified Imperium,The Meroid Technocracy,Sagittarius Nebula,15.0,Significant,"In Year 542072, the The Great Unified Imperium launched a surprise offensive against The Meroid Technocracy over territorial claims in the Sagittarius Nebula sector."
prc_588067,542165,Year 542165,Defense Pact,Diplomacy,The Great Scientific Imperium,The Gamma-galacticis Technocracy,Vega Beta,20.0,Significant,"In Year 542165, the The Great Scientific Imperium and The Gamma-galacticis Technocracy formed a unified economic bloc during the Summit of Vega Beta."
prc_784705,542246,Year 542246,War Declaration,Military,The Thranis Technocracy,The Allied Technocracy,Perseus Expanse,25.0,Significant,"In Year 542246, The Thranis Technocracy successfully annexed colonies of The Allied Technocracy after a siege on their outer defense platforms."
prc_392280,542311,Year 542311,Market Crash,Economy,The Great Orionis Imperium,The Consolidated Allied Systems,Procyon Prime,5.0,Minor,"In Year 542311, resource depletion in the Procyon Prime sector caused trade disruptions for The Great Orionis Imperium."
prc_761652,542368,Year 542368,Scientific Breakthrough,Science,The Merian AI Hegemony,The Great Unified Imperium,Arcturus Nebula,15.0,Significant,"In Year 542368, The Merian AI Hegemony successfully completed a Kardashev Type II Dyson Swarm project around the star Arcturus Nebula."
prc_238700,542437,Year 542437,Scientific Breakthrough,Science,The Unified AI Hegemony,The Great Scientific Imperium,Pollux Prime,15.0,Significant,"In Year 542437, the The Unified AI Hegemony completed the construction of a stellar observatory in Pollux Prime, discovering new hyperspace routes."
prc_596585,542494,Year 542494,Colonization,Colonization,The Unified Technocracy,The Scientific Technocracy,Sagittarius Sigma,8.0,Minor,"In Year 542494, colonial fleets from The Unified Technocracy successfully terraformed and settled the prime world of Sagittarius Sigma."
prc_376339,542586,Year 542586,Deep Space Engagement,Military,The Unified Technocracy,The Scientific Technocracy,Procyon Nebula,15.0,Significant,"In Year 542586, a devastating fleet battle occurred in the Procyon Nebula system where the forces of The Unified Technocracy clashed with The Scientific Technocracy."
prc_613048,542654,Year 542654,Refugee Crisis,Crisis,The Consolidated Zelis Systems,The Consolidated Star Empire,Betelgeuse Beta,55.0,Major,"In Year 542654, a rogue AI network in The Consolidated Zelis Systems initiated a localized machine uprising, causing widespread panic in Betelgeuse Beta."
prc_315571,542733,Year 542733,Peace Treaty Signing,Diplomacy,The Great Scientific Imperium,The Great Allied Imperium,Polaris Prime,20.0,Significant,"In Year 542733, The Great Scientific Imperium acted as a peace mediator between The Great Allied Imperium and local independent factions."
prc_799974,542803,Year 542803,Defense Pact,Diplomacy,The Scientific Technocracy,The Merex AI Hegemony,Betelgeuse Expanse,20.0,Significant,"In Year 542803, The Scientific Technocracy acted as a peace mediator between The Merex AI Hegemony and local independent factions."
prc_189157,542870,Year 542870,Scientific Breakthrough,Science,The Consolidated Technocracy,The Great Cygnite Imperium,Arcturus Minor,15.0,Significant,"In Year 542870, a breakthrough in zero-point energy generation in The Consolidated Technocracy boosted industrial capacity."
prc_805993,542957,Year 542957,Megastructure Completion,Science,The Zylarian AI Hegemony,The Meroid Technocracy,Sirius Major,60.0,Major,"In Year 542957, The Zylarian AI Hegemony successfully completed a Kardashev Type II Dyson Swarm project around the star Sirius Major."
prc_453144,543032,Year 543032,AI Uprising,Crisis,The Great Aurelite Imperium,The Great Allied Imperium,Pollux Arm,85.0,Epochal,"In Year 543032, a rogue AI network in The Great Aurelite Imperium initiated a localized machine uprising, causing widespread panic in Pollux Arm."
prc_725847,543089,Year 543089,Trade Agreement,Economy,The Consolidated Aurelex Systems,The Meroid AI Hegemony,Orion Expanse,5.0,Minor,"In Year 543089, resource depletion in the Orion Expanse sector caused trade disruptions for The Consolidated Aurelex Systems."
prc_369743,543157,Year 543157,Defense Pact,Diplomacy,The Great Scientific Imperium,The Aurelari Technocracy,Antares Arm,20.0,Significant,"In Year 543157, diplomatic relations between The Great Scientific Imperium and The Aurelari Technocracy soured following a border dispute near Antares Arm."
prc_812650,543211,Year 543211,Economic Collapse,Economy,The Consolidated Valari Systems,The Unified AI Hegemony,Capella Nebula,75.0,Epochal,"In Year 543211, resource depletion in the Capella Nebula sector caused trade disruptions for The Consolidated Valari Systems."
prc_553917,543292,Year 543292,Galactic Federation,Diplomacy,The Great Kaelumite Imperium,The Unified Technocracy,Antares Expanse,40.0,Major,"In Year 543292, the The Great Kaelumite Imperium and The Unified Technocracy formed a unified economic bloc during the Summit of Antares Expanse."
prc_638733,543342,Year 543342,Pandemic Event,Crisis,The Meroid Technocracy,The Consolidated Zelari Systems,Rigel Prime,60.0,Major,"In Year 543342, a mysterious cosmic pandemic swept through Rigel Prime, affecting the populations of The Meroid Technocracy and The Consolidated Zelari Systems."
prc_973677,543404,Year 543404,Scientific Breakthrough,Science,The Allied Star Empire,The Scientific Technocracy,Centauri Nebula,15.0,Significant,"In Year 543404, The Allied Star Empire successfully completed a Kardashev Type II Dyson Swarm project around the star Centauri Nebula."
prc_123205,543494,Year 543494,Megastructure Completion,Science,The Great Scientific Imperium,The Great Unified Imperium,Perseus Arm,60.0,Major,"In Year 543494, The Great Scientific Imperium successfully completed a Kardashev Type II Dyson Swarm project around the star Perseus Arm."
prc_950989,543574,Year 543574,Megastructure Completion,Science,The Great Bulgite Imperium,The Valis AI Hegemony,Sagittarius Major,60.0,Major,"In Year 543574, the The Great Bulgite Imperium completed the construction of a stellar observatory in Sagittarius Major, discovering new hyperspace routes."
prc_593186,543633,Year 543633,Economic Event,Economy,The Great Meroid Imperium,The Scientific Technocracy,Perseus Sigma,5.0,Minor,"In Year 543633, The Great Meroid Imperium experienced a massive hyperinflation crisis, destabilizing trade routes across Perseus Sigma."
prc_377730,543683,Year 543683,AI Uprising,Crisis,The Consolidated Scientific Systems,The Gamma-sagittariis Technocracy,Castor Minor,85.0,Epochal,"In Year 543683, a mysterious cosmic pandemic swept through Castor Minor, affecting the populations of The Consolidated Scientific Systems and The Gamma-sagittariis Technocracy."
prc_968045,543742,Year 543742,Peace Treaty Signing,Diplomacy,The Allied Star Empire,The Unified AI Hegemony,Sirius Reach,20.0,Significant,"In Year 543742, the The Allied Star Empire and The Unified AI Hegemony formed a unified economic bloc during the Summit of Sirius Reach."
prc_372660,543828,Year 543828,Wormhole Collapse,Crisis,The Great Valian Imperium,The Zylarex AI Hegemony,Betelgeuse Nebula,70.0,Epochal,"In Year 543828, a mysterious cosmic pandemic swept through Betelgeuse Nebula, affecting the populations of The Great Valian Imperium and The Zylarex AI Hegemony."
prc_866469,543888,Year 543888,Scientific Breakthrough,Science,The Great Unified Imperium,The Great Scientific Imperium,Antares Expanse,15.0,Significant,"In Year 543888, the The Great Unified Imperium completed the construction of a stellar observatory in Antares Expanse, discovering new hyperspace routes."
prc_189624,543974,Year 543974,Galactic Federation,Diplomacy,The Unified Star Empire,The Kaeluman AI Hegemony,Sirius Arm,40.0,Major,"In Year 543974, the The Unified Star Empire and The Kaeluman AI Hegemony signed the historic Treaty of Sirius Arm, establishing a formal alliance."
prc_797086,544074,Year 544074,Pandemic Event,Crisis,The Allied Technocracy,The Great Scientific Imperium,Procyon Minor,60.0,Major,"In Year 544074, a rogue AI network in The Allied Technocracy initiated a localized machine uprising, causing widespread panic in Procyon Minor."
prc_120355,544156,Year 544156,Pandemic Event,Crisis,The Aurelian Star Empire,The Consolidated Technocracy,Sagittarius Sigma,60.0,Major,"In Year 544156, a rogue AI network in The Aurelian Star Empire initiated a localized machine uprising, causing widespread panic in Sagittarius Sigma."
prc_445306,544245,Year 544245,Peace Treaty Signing,Diplomacy,The Consolidated Bulgite Systems,The Great Orionian Imperium,Betelgeuse Sigma,20.0,Significant,"In Year 544245, diplomatic relations between The Consolidated Bulgite Systems and The Great Orionian Imperium soured following a border dispute near Betelgeuse Sigma."
prc_935987,544303,Year 544303,Megastructure Completion,Science,The Consolidated Consolidated Systems,The Consolidated Star Empire,Pollux Beta,60.0,Major,"In Year 544303, a breakthrough in zero-point energy generation in The Consolidated Consolidated Systems boosted industrial capacity."
prc_349679,544361,Year 544361,Defense Pact,Diplomacy,The Aethelgardan AI Hegemony,The Great Zelex Imperium,Polaris Nebula,20.0,Significant,"In Year 544361, diplomatic relations between The Aethelgardan AI Hegemony and The Great Zelex Imperium soured following a border dispute near Polaris Nebula."
prc_694226,544420,Year 544420,Deep Space Engagement,Military,The Great Allied Imperium,The Vesperan Technocracy,Aldebaran Major,15.0,Significant,"In Year 544420, a skirmish broke out in Aldebaran Major between The Great Allied Imperium patrols and The Vesperan Technocracy raiders."
prc_954393,544498,Year 544498,Economic Event,Economy,The Unified AI Hegemony,The Great Scientific Imperium,Capella Nebula,15.0,Significant,"In Year 544498, a gold rush of rare FTL fuel elements triggered an economic boom for The Unified AI Hegemony in the Capella Nebula system."
prc_211400,544592,Year 544592,Scientific Breakthrough,Science,The Great Tau-galacticis Imperium,The Scientific AI Hegemony,Rigel Nebula,15.0,Significant,"In Year 544592, The Great Tau-galacticis Imperium successfully completed a Kardashev Type II Dyson Swarm project around the star Rigel Nebula."
prc_968159,544656,Year 544656,Resource Catastrophe,Crisis,The Great Unified Imperium,The Meroid AI Hegemony,Perseus Nebula,65.0,Major,"In Year 544656, a catastrophic solar flare in Perseus Nebula destroyed major surface infrastructure belonging to The Great Unified Imperium."
prc_813238,544735,Year 544735,Peace Treaty Signing,Diplomacy,The Scientific Technocracy,The Orionian Technocracy,Pollux Minor,20.0,Significant,"In Year 544735, The Scientific Technocracy acted as a peace mediator between The Orionian Technocracy and local independent factions."
prc_711268,544790,Year 544790,Defense Pact,Diplomacy,The Great Valari Imperium,The Scientific Technocracy,Aldebaran Minor,20.0,Significant,"In Year 544790, the The Great Valari Imperium and The Scientific Technocracy signed the historic Treaty of Aldebaran Minor, establishing a formal alliance."
prc_327868,544885,Year 544885,FTL Network Failure,Crisis,The Unified Technocracy,The Great Scientific Imperium,Sagittarius Expanse,80.0,Epochal,"In Year 544885, a catastrophic solar flare in Sagittarius Expanse destroyed major surface infrastructure belonging to The Unified Technocracy."
prc_472448,544962,Year 544962,War End,Military,The Great Scientific Imperium,The Meroid AI Hegemony,Procyon Nebula,20.0,Significant,"In Year 544962, a skirmish broke out in Procyon Nebula between The Great Scientific Imperium patrols and The Meroid AI Hegemony raiders."
prc_876617,545051,Year 545051,Resource Catastrophe,Crisis,The Great Vesperan Imperium,The Scientific AI Hegemony,Capella Prime,65.0,Major,"In Year 545051, a catastrophic solar flare in Capella Prime destroyed major surface infrastructure belonging to The Great Vesperan Imperium."
prc_988716,545112,Year 545112,Peace Treaty Signing,Diplomacy,The Zylaran AI Hegemony,The Consolidated Unified Systems,Arcturus Minor,20.0,Significant,"In Year 545112, the The Zylaran AI Hegemony and The Consolidated Unified Systems formed a unified economic bloc during the Summit of Arcturus Minor."
prc_411173,545180,Year 545180,Scientific Breakthrough,Science,The Scientific Technocracy,The Great Unified Imperium,Betelgeuse Major,15.0,Significant,"In Year 545180, a breakthrough in zero-point energy generation in The Scientific Technocracy boosted industrial capacity."
prc_592175,545268,Year 545268,Scientific Breakthrough,Science,The Merex AI Hegemony,The Unified Star Empire,Pollux Reach,15.0,Significant,"In Year 545268, The Merex AI Hegemony successfully completed a Kardashev Type II Dyson Swarm project around the star Pollux Reach."
prc_812745,545366,Year 545366,Colonization,Colonization,The Solian Star Empire,The Unified Technocracy,Centauri Major,8.0,Minor,"In Year 545366, colonial fleets from The Solian Star Empire successfully terraformed and settled the prime world of Centauri Major."
prc_638143,545435,Year 545435,Colonization,Colonization,The Orionan Technocracy,The Consolidated Unified Systems,Pollux Beta,8.0,Minor,"In Year 545435, a joint colony was founded in Pollux Beta by settlers from both The Orionan Technocracy and The Consolidated Unified Systems."
prc_205839,545490,Year 545490,Galactic Federation,Diplomacy,The Unified Technocracy,The Xenan Technocracy,Castor Nebula,40.0,Major,"In Year 545490, The Unified Technocracy acted as a peace mediator between The Xenan Technocracy and local independent factions."
prc_630701,545542,Year 545542,FTL Network Failure,Crisis,The Great Unified Imperium,The Great Allied Imperium,Polaris Prime,80.0,Epochal,"In Year 545542, a mysterious cosmic pandemic swept through Polaris Prime, affecting the populations of The Great Unified Imperium and The Great Allied Imperium."
prc_317338,545639,Year 545639,Defense Pact,Diplomacy,The Great Unified Imperium,The Great Consolidated Imperium,Rigel Nebula,20.0,Significant,"In Year 545639, The Great Unified Imperium acted as a peace mediator between The Great Consolidated Imperium and local independent factions."
prc_336110,545736,Year 545736,Orbital Battle,Military,The Bulgian Star Empire,The Solari Technocracy,Aldebaran Sigma,15.0,Significant,"In Year 545736, The Bulgian Star Empire successfully annexed colonies of The Solari Technocracy after a siege on their outer defense platforms."
prc_896603,545790,Year 545790,Colony Assault,Military,The Vesperan Technocracy,The Consolidated Scientific Systems,Antares Beta,25.0,Significant,"In Year 545790, the The Vesperan Technocracy launched a surprise offensive against The Consolidated Scientific Systems over territorial claims in the Antares Beta sector."
prc_769970,545862,Year 545862,Scientific Breakthrough,Science,The Great Xenex Imperium,The Great Scientific Imperium,Aldebaran Beta,15.0,Significant,"In Year 545862, a breakthrough in zero-point energy generation in The Great Xenex Imperium boosted industrial capacity."
prc_699202,545952,Year 545952,Market Crash,Economy,The Omega-bulgis AI Hegemony,The Great Unified Imperium,Procyon Arm,15.0,Significant,"In Year 545952, a gold rush of rare FTL fuel elements triggered an economic boom for The Omega-bulgis AI Hegemony in the Procyon Arm system."
prc_910020,546011,Year 546011,War End,Military,The Consolidated Unified Systems,The Vesperite AI Hegemony,Betelgeuse Nebula,20.0,Significant,"In Year 546011, the joint fleets of The Consolidated Unified Systems and The Vesperite AI Hegemony conducted a major peacekeeping operation in Betelgeuse Nebula."
prc_893276,546096,Year 546096,Galactic Federation,Diplomacy,The Aureloid Star Empire,The Great Unified Imperium,Procyon Minor,40.0,Major,"In Year 546096, the The Aureloid Star Empire and The Great Unified Imperium formed a unified economic bloc during the Summit of Procyon Minor."
prc_417128,546182,Year 546182,Scientific Breakthrough,Science,The Scientific Star Empire,The Aurelian Star Empire,Aldebaran Minor,15.0,Significant,"In Year 546182, a breakthrough in zero-point energy generation in The Scientific Star Empire boosted industrial capacity."
prc_554681,546252,Year 546252,Colonization,Colonization,The Great Unified Imperium,The Great Orionex Imperium,Aldebaran Arm,8.0,Minor,"In Year 546252, The Great Unified Imperium established a science outpost on a hostile frozen planet in the Aldebaran Arm system."
prc_205347,546309,Year 546309,Megastructure Completion,Science,The Scientific Technocracy,The Unified Technocracy,Orion Expanse,60.0,Major,"In Year 546309, a breakthrough in zero-point energy generation in The Scientific Technocracy boosted industrial capacity."
prc_888886,546386,Year 546386,Market Crash,Economy,The Gamma-sagittariis Technocracy,The Great Valari Imperium,Perseus Reach,5.0,Minor,"In Year 546386, The Gamma-sagittariis Technocracy experienced a massive hyperinflation crisis, destabilizing trade routes across Perseus Reach."
prc_104258,546478,Year 546478,Megastructure Completion,Science,The Great Unified Imperium,The Orionite Technocracy,Betelgeuse Reach,60.0,Major,"In Year 546478, researchers in The Great Unified Imperium achieved a major scientific breakthrough in FTL navigation, shortening transit times."
prc_795253,546554,Year 546554,Alliance Formation,Diplomacy,The Xenan Technocracy,The Allied Technocracy,Rigel Prime,15.0,Significant,"In Year 546554, diplomatic relations between The Xenan Technocracy and The Allied Technocracy soured following a border dispute near Rigel Prime."
prc_995533,546647,Year 546647,Resource Catastrophe,Crisis,The Great Unified Imperium,The Cygnan Technocracy,Castor Major,65.0,Major,"In Year 546647, a mysterious cosmic pandemic swept through Castor Major, affecting the populations of The Great Unified Imperium and The Cygnan Technocracy."
prc_745776,546700,Year 546700,Colony Assault,Military,The Gamma-cygnis Technocracy,The Great Unified Imperium,Aldebaran Minor,25.0,Significant,"In Year 546700, a skirmish broke out in Aldebaran Minor between The Gamma-cygnis Technocracy patrols and The Great Unified Imperium raiders."
prc_879499,546798,Year 546798,Colonization,Colonization,The Orionite Technocracy,The Consolidated Unified Systems,Castor Nebula,8.0,Minor,"In Year 546798, The Orionite Technocracy established a science outpost on a hostile frozen planet in the Castor Nebula system."
prc_769187,546892,Year 546892,Colonization,Colonization,The Great Zelex Imperium,The Great Unified Imperium,Centauri Major,8.0,Minor,"In Year 546892, The Great Zelex Imperium established a science outpost on a hostile frozen planet in the Centauri Major system."
prc_510089,546965,Year 546965,Alliance Formation,Diplomacy,The Persean AI Hegemony,The Great Unified Imperium,Perseus Sigma,15.0,Significant,"In Year 546965, The Persean AI Hegemony acted as a peace mediator between The Great Unified Imperium and local independent factions."
prc_337706,547021,Year 547021,War Declaration,Military,The Consolidated Consolidated Systems,The Great Allied Imperium,Betelgeuse Prime,25.0,Significant,"In Year 547021, a devastating fleet battle occurred in the Betelgeuse Prime system where the forces of The Consolidated Consolidated Systems clashed with The Great Allied Imperium."
prc_538478,547109,Year 547109,Peace Treaty Signing,Diplomacy,The Perseite AI Hegemony,The Great Unified Imperium,Arcturus Reach,20.0,Significant,"In Year 547109, The Perseite AI Hegemony acted as a peace mediator between The Great Unified Imperium and local independent factions."
prc_746460,547196,Year 547196,FTL Network Failure,Crisis,The Great Zelex Imperium,The Great Unified Imperium,Arcturus Prime,80.0,Epochal,"In Year 547196, a rogue AI network in The Great Zelex Imperium initiated a localized machine uprising, causing widespread panic in Arcturus Prime."
prc_268258,547268,Year 547268,Peace Treaty Signing,Diplomacy,The Unified Technocracy,The Consolidated Technocracy,Polaris Nebula,20.0,Significant,"In Year 547268, the The Unified Technocracy and The Consolidated Technocracy signed the historic Treaty of Polaris Nebula, establishing a formal alliance."
prc_636600,547350,Year 547350,Alliance Formation,Diplomacy,The Unified AI Hegemony,The Scientific Technocracy,Procyon Reach,15.0,Significant,"In Year 547350, diplomatic relations between The Unified AI Hegemony and The Scientific Technocracy soured following a border dispute near Procyon Reach."
prc_912878,547413,Year 547413,Galactic Federation,Diplomacy,The Great Allied Imperium,The Aurelian Star Empire,Centauri Reach,40.0,Major,"In Year 547413, the The Great Allied Imperium and The Aurelian Star Empire formed a unified economic bloc during the Summit of Centauri Reach."
prc_450333,547492,Year 547492,Galactic Federation,Diplomacy,The Unified AI Hegemony,The Aurelan Star Empire,Vega Major,40.0,Major,"In Year 547492, The Unified AI Hegemony acted as a peace mediator between The Aurelan Star Empire and local independent factions."
prc_627003,547587,Year 547587,Peace Treaty Signing,Diplomacy,The Scientific Technocracy,The Great Allied Imperium,Capella Major,20.0,Significant,"In Year 547587, The Scientific Technocracy acted as a peace mediator between The Great Allied Imperium and local independent factions."
prc_767860,547668,Year 547668,War End,Military,The Consolidated Star Empire,The Great Scientific Imperium,Arcturus Beta,20.0,Significant,"In Year 547668, the The Consolidated Star Empire launched a surprise offensive against The Great Scientific Imperium over territorial claims in the Arcturus Beta sector."
prc_797804,547739,Year 547739,Trade Agreement,Economy,The Great Scientific Imperium,The Unified Technocracy,Sagittarius Expanse,5.0,Minor,"In Year 547739, industrial megacorporations in The Great Scientific Imperium completed a major FTL trade hub in Sagittarius Expanse, boosting GDP."
prc_919771,547825,Year 547825,Refugee Crisis,Crisis,The Scientific Technocracy,The Unified AI Hegemony,Procyon Beta,55.0,Major,"In Year 547825, a mysterious cosmic pandemic swept through Procyon Beta, affecting the populations of The Scientific Technocracy and The Unified AI Hegemony."
prc_568371,547878,Year 547878,Colonization,Colonization,The Consolidated Persean Systems,The Orionian Technocracy,Betelgeuse Minor,8.0,Minor,"In Year 547878, a joint colony was founded in Betelgeuse Minor by settlers from both The Consolidated Persean Systems and The Orionian Technocracy."
prc_266606,547965,Year 547965,Colonization,Colonization,The Great Allied Imperium,The Unified Technocracy,Centauri Sigma,8.0,Minor,"In Year 547965, colonial fleets from The Great Allied Imperium successfully terraformed and settled the prime world of Centauri Sigma."
prc_254174,548019,Year 548019,Market Crash,Economy,The Consolidated Unified Systems,The Consolidated Zeloid Systems,Castor Expanse,15.0,Significant,"In Year 548019, a gold rush of rare FTL fuel elements triggered an economic boom for The Consolidated Unified Systems in the Castor Expanse system."
prc_915811,548088,Year 548088,FTL Network Failure,Crisis,The Great Scientific Imperium,The Great Allied Imperium,Rigel Prime,80.0,Epochal,"In Year 548088, a catastrophic solar flare in Rigel Prime destroyed major surface infrastructure belonging to The Great Scientific Imperium."
prc_486065,548161,Year 548161,Colonization,Colonization,The Great Merian Imperium,The Consolidated Star Empire,Perseus Beta,8.0,Minor,"In Year 548161, a joint colony was founded in Perseus Beta by settlers from both The Great Merian Imperium and The Consolidated Star Empire."
prc_436038,548227,Year 548227,Megastructure Completion,Science,The Great Scientific Imperium,The Unified AI Hegemony,Castor Reach,60.0,Major,"In Year 548227, the The Great Scientific Imperium completed the construction of a stellar observatory in Castor Reach, discovering new hyperspace routes."
prc_751646,548281,Year 548281,AI Uprising,Crisis,The Unified AI Hegemony,The Scientific Technocracy,Arcturus Minor,85.0,Epochal,"In Year 548281, a catastrophic solar flare in Arcturus Minor destroyed major surface infrastructure belonging to The Unified AI Hegemony."
prc_480163,548349,Year 548349,Scientific Breakthrough,Science,The Great Scientific Imperium,The Great Xenex Imperium,Procyon Minor,15.0,Significant,"In Year 548349, the The Great Scientific Imperium completed the construction of a stellar observatory in Procyon Minor, discovering new hyperspace routes."
