empire_id,empire_name,origin_story,expansion_era,golden_age,major_wars,peak_influence,decline,legacy
73573955bb,The Orionite Technocracy,"The The Orionite Technocracy emerges in the galaxy, establishing its capital at Upsilon Orionis-b.","The The Orionite Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.",The The Orionite Technocracy achieves a golden age of scientific and economic peak development.,"In Year 201130, The Great Consolidated Imperium successfully annexed colonies of The Orionite Technocracy after a siege on their outer defense platforms. | In Year 247526, The Unified Technocracy successfully annexed colonies of The Orionite Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 10368.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 201130. The The Orionite Technocracy is completely annexed or wiped out from the galactic theater.
f2bbbfc167,The Great Bulgan Imperium,"The The Great Bulgan Imperium emerges in the galaxy, establishing its capital at Delta Bulge-b.","As FTL routes expanded, the The Great Bulgan Imperium colonized surrounding sectors, claiming resources.",The The Great Bulgan Imperium achieves a golden age of scientific and economic peak development.,"In Year 130770, the joint fleets of The Great Beta-bulgis Imperium and The Great Bulgan Imperium conducted a major peacekeeping operation in Polaris Sigma. | In Year 145154, The Great Thranite Imperium successfully annexed colonies of The Great Bulgan Imperium after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Bulgan Imperium stand as monuments to their ancient legacy."
f929aa33ac,The Bulgian Star Empire,"The The Bulgian Star Empire emerges in the galaxy, establishing its capital at Delta Bulge-c.","As FTL routes expanded, the The Bulgian Star Empire colonized surrounding sectors, claiming resources.",The The Bulgian Star Empire achieves a golden age of scientific and economic peak development.,"In Year 191479, the joint fleets of The Scientific AI Hegemony and The Bulgian Star Empire conducted a major peacekeeping operation in Perseus Arm. | In Year 199074, a skirmish broke out in Castor Minor between The Bulgian Star Empire patrols and The Unified Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Bulgian Star Empire stand as monuments to their ancient legacy."
28d83c4b42,The Consolidated Scientific Systems,"The The Consolidated Scientific Systems emerges in the galaxy, establishing its capital at Gaia-1954-d.","The The Consolidated Scientific Systems enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Consolidated Scientific Systems reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 103161, The Great Unified Imperium successfully annexed colonies of The Consolidated Scientific Systems after a siege on their outer defense platforms.",Reaching peak GDP of 14929.92 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Scientific Systems stand as monuments to their ancient legacy."
0ddd78edbb,The Consolidated Delta-bulgis Systems,"The The Consolidated Delta-bulgis Systems emerges in the galaxy, establishing its capital at Delta Bulge-e.","The The Consolidated Delta-bulgis Systems enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 171588, the The Consolidated Delta-bulgis Systems launched a surprise offensive against The Great Bulgite Imperium over territorial claims in the Rigel Expanse sector. | In Year 297613, The Allied Technocracy successfully annexed colonies of The Consolidated Delta-bulgis Systems after a siege on their outer defense platforms.","At their zenith, the The Consolidated Delta-bulgis Systems exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Delta-bulgis Systems stand as monuments to their ancient legacy."
d7ec4d3018,The Thranan Technocracy,"The The Thranan Technocracy emerges in the galaxy, establishing its capital at HR 175320-d.","The The Thranan Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Thranan Technocracy reaches its peak geopolitical influence, asserting military dominance.","In Year 238742, a skirmish broke out in Polaris Major between The Thranan Technocracy patrols and The Scientific Technocracy raiders. | In Year 336476, a devastating fleet battle occurred in the Arcturus Minor system where the forces of The Persean AI Hegemony clashed with The Thranan Technocracy.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Thranan Technocracy stand as monuments to their ancient legacy."
adc1c77061,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
931aa9655e,The Orionite Technocracy,"The The Orionite Technocracy emerges in the galaxy, establishing its capital at Upsilon Orionis-b.","The The Orionite Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.",The The Orionite Technocracy achieves a golden age of scientific and economic peak development.,"In Year 201130, The Great Consolidated Imperium successfully annexed colonies of The Orionite Technocracy after a siege on their outer defense platforms. | In Year 247526, The Unified Technocracy successfully annexed colonies of The Orionite Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 10368.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 201130. The The Orionite Technocracy is completely annexed or wiped out from the galactic theater.
df2f64c1a1,The Consolidated Unified Systems,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Aethelgard-c.","As FTL routes expanded, the The Consolidated Unified Systems colonized surrounding sectors, claiming resources.",The The Consolidated Unified Systems achieves a golden age of scientific and economic peak development.,"In Year 114798, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Consolidated Unified Systems clashed with The Aurelan Star Empire. | In Year 118631, The Consolidated Unified Systems successfully annexed colonies of The Allied Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 795328. The The Consolidated Unified Systems is completely annexed or wiped out from the galactic theater.
f27ca4fefa,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
a7f6005fd2,The Consolidated Meroid Systems,"The The Consolidated Meroid Systems emerges in the galaxy, establishing its capital at Kepler-6776-c.","As FTL routes expanded, the The Consolidated Meroid Systems colonized surrounding sectors, claiming resources.",The The Consolidated Meroid Systems achieves a golden age of scientific and economic peak development.,"In Year 330922, the joint fleets of The Consolidated Meroid Systems and The Scientific AI Hegemony conducted a major peacekeeping operation in Capella Reach. | In Year 413261, a devastating fleet battle occurred in the Polaris Major system where the forces of The Great Unified Imperium clashed with The Consolidated Meroid Systems.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Meroid Systems stand as monuments to their ancient legacy."
4164b650a3,The Consolidated Unified Systems,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Aethelgard-c.","As FTL routes expanded, the The Consolidated Unified Systems colonized surrounding sectors, claiming resources.",The The Consolidated Unified Systems achieves a golden age of scientific and economic peak development.,"In Year 114798, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Consolidated Unified Systems clashed with The Aurelan Star Empire. | In Year 118631, The Consolidated Unified Systems successfully annexed colonies of The Allied Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 795328. The The Consolidated Unified Systems is completely annexed or wiped out from the galactic theater.
340ef3ab81,The Consolidated Thranari Systems,"The The Consolidated Thranari Systems emerges in the galaxy, establishing its capital at HD 14791-c.","The The Consolidated Thranari Systems enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 122475, the The Consolidated Unified Systems launched a surprise offensive against The Consolidated Thranari Systems over territorial claims in the Orion Nebula sector. | In Year 144503, a skirmish broke out in Orion Reach between The Consolidated Thranari Systems patrols and The Allied Technocracy raiders.","At their zenith, the The Consolidated Thranari Systems exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 999954. The The Consolidated Thranari Systems is completely annexed or wiped out from the galactic theater.
7ba9deb67e,The Great Consolidated Imperium,"The The Great Consolidated Imperium emerges in the galaxy, establishing its capital at Webb-6726b-i.","The The Great Consolidated Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Consolidated Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 108070, a devastating fleet battle occurred in the Rigel Arm system where the forces of The Great Kaelumari Imperium clashed with The Great Consolidated Imperium. | In Year 109194, The Great Consolidated Imperium successfully annexed colonies of The Consolidated Aurelari Systems after a siege on their outer defense platforms.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 150435. The The Great Consolidated Imperium is completely annexed or wiped out from the galactic theater.
785ce4730c,The Consolidated Unified Systems,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Aethelgard-c.","As FTL routes expanded, the The Consolidated Unified Systems colonized surrounding sectors, claiming resources.",The The Consolidated Unified Systems achieves a golden age of scientific and economic peak development.,"In Year 114798, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Consolidated Unified Systems clashed with The Aurelan Star Empire. | In Year 118631, The Consolidated Unified Systems successfully annexed colonies of The Allied Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 795328. The The Consolidated Unified Systems is completely annexed or wiped out from the galactic theater.
7135e43d15,The Consolidated Consolidated Systems,"The The Consolidated Consolidated Systems emerges in the galaxy, establishing its capital at Gaia-1954-c.","As FTL routes expanded, the The Consolidated Consolidated Systems colonized surrounding sectors, claiming resources.",The The Consolidated Consolidated Systems achieves a golden age of scientific and economic peak development.,"In Year 104508, a devastating fleet battle occurred in the Centauri Reach system where the forces of The Consolidated Consolidated Systems clashed with The Great Unified Imperium. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 293371. The The Consolidated Consolidated Systems is completely annexed or wiped out from the galactic theater.
dbf06f7273,The Orionite AI Hegemony,"The The Orionite AI Hegemony emerges in the galaxy, establishing its capital at Delta Orionis-b.","The The Orionite AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Orionite AI Hegemony reaches its peak geopolitical influence, asserting military dominance.","In Year 157637, a devastating fleet battle occurred in the Antares Sigma system where the forces of The Orionite AI Hegemony clashed with The Scientific AI Hegemony. | In Year 168297, the joint fleets of The Orionite AI Hegemony and The Galactician Star Empire conducted a major peacekeeping operation in Arcturus Reach.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 989964. The The Orionite AI Hegemony is completely annexed or wiped out from the galactic theater.
8f64eb0a84,The Great Vesperan Imperium,"The The Great Vesperan Imperium emerges in the galaxy, establishing its capital at Kepler-8079d-e.","The The Great Vesperan Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Vesperan Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 231849, The Great Vesperan Imperium successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 328330, The Great Vesperan Imperium successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Vesperan Imperium.","Today, the ruins of jump gates and structures of The Great Vesperan Imperium stand as monuments to their ancient legacy."
c87f4b2d09,The Great Consolidated Imperium,"The The Great Consolidated Imperium emerges in the galaxy, establishing its capital at Webb-6726b-i.","The The Great Consolidated Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Consolidated Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 108070, a devastating fleet battle occurred in the Rigel Arm system where the forces of The Great Kaelumari Imperium clashed with The Great Consolidated Imperium. | In Year 109194, The Great Consolidated Imperium successfully annexed colonies of The Consolidated Aurelari Systems after a siege on their outer defense platforms.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 150435. The The Great Consolidated Imperium is completely annexed or wiped out from the galactic theater.
c59e7444f5,The Meran Technocracy,"The The Meran Technocracy emerges in the galaxy, establishing its capital at PSR 272701-c.","The The Meran Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 283547, The Consolidated Unified Systems successfully annexed colonies of The Meran Technocracy after a siege on their outer defense platforms. | In Year 427925, the The Meran Technocracy launched a surprise offensive against The Consolidated Unified Systems over territorial claims in the Sagittarius Expanse sector.","At their zenith, the The Meran Technocracy exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Meran Technocracy stand as monuments to their ancient legacy."
111ab1a74e,The Consolidated Unified Systems,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Aethelgard-c.","As FTL routes expanded, the The Consolidated Unified Systems colonized surrounding sectors, claiming resources.",The The Consolidated Unified Systems achieves a golden age of scientific and economic peak development.,"In Year 114798, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Consolidated Unified Systems clashed with The Aurelan Star Empire. | In Year 118631, The Consolidated Unified Systems successfully annexed colonies of The Allied Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 795328. The The Consolidated Unified Systems is completely annexed or wiped out from the galactic theater.
762d1b3438,The Consolidated Unified Systems,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Aethelgard-c.","As FTL routes expanded, the The Consolidated Unified Systems colonized surrounding sectors, claiming resources.",The The Consolidated Unified Systems achieves a golden age of scientific and economic peak development.,"In Year 114798, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Consolidated Unified Systems clashed with The Aurelan Star Empire. | In Year 118631, The Consolidated Unified Systems successfully annexed colonies of The Allied Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 795328. The The Consolidated Unified Systems is completely annexed or wiped out from the galactic theater.
41e5776038,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
11c4291fc3,The Vesperite AI Hegemony,"The The Vesperite AI Hegemony emerges in the galaxy, establishing its capital at Webb-8019-d.","The The Vesperite AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 114307, a skirmish broke out in Perseus Arm between The Vesperite AI Hegemony patrols and The Consolidated Technocracy raiders. | In Year 250038, the The Great Unified Imperium launched a surprise offensive against The Vesperite AI Hegemony over territorial claims in the Vega Minor sector.","At their zenith, the The Vesperite AI Hegemony exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Vesperite AI Hegemony stand as monuments to their ancient legacy."
c8c30fa0a1,The Great Orionan Imperium,"The The Great Orionan Imperium emerges in the galaxy, establishing its capital at Webb-8019-e.","As FTL routes expanded, the The Great Orionan Imperium colonized surrounding sectors, claiming resources.",The The Great Orionan Imperium achieves a golden age of scientific and economic peak development.,"In Year 187726, The Great Unified Imperium successfully annexed colonies of The Great Orionan Imperium after a siege on their outer defense platforms. | In Year 217770, the joint fleets of The Great Orionan Imperium and The Great Zylarite Imperium conducted a major peacekeeping operation in Arcturus Beta.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Orionan Imperium stand as monuments to their ancient legacy."
41a9345e47,The Aurelian Star Empire,"The The Aurelian Star Empire emerges in the galaxy, establishing its capital at Aurelia-c.","The The Aurelian Star Empire enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 235201, the The Aurelian Star Empire launched a surprise offensive against The Unified Technocracy over territorial claims in the Rigel Minor sector. | In Year 313374, the joint fleets of The Great Scientific Imperium and The Aurelian Star Empire conducted a major peacekeeping operation in Orion Beta.","At their zenith, the The Aurelian Star Empire exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Aurelian Star Empire stand as monuments to their ancient legacy."
6edc6616b2,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
82b29167c3,The Great Galactican Imperium,"The The Great Galactican Imperium emerges in the galaxy, establishing its capital at Sigma Galacticis-e.","The The Great Galactican Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Galactican Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 126029, a skirmish broke out in Polaris Major between The Great Galactican Imperium patrols and The Scientific Technocracy raiders. | In Year 150580, the The Great Galactican Imperium launched a surprise offensive against The Consolidated Scientific Systems over territorial claims in the Castor Major sector.",Reaching peak GDP of 10368.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Galactican Imperium stand as monuments to their ancient legacy."
cbdac2fac3,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
9891e1dd90,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
5087e1422a,The Unified Technocracy,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Webb-9180d-d.","As FTL routes expanded, the The Unified Technocracy colonized surrounding sectors, claiming resources.",The The Unified Technocracy achieves a golden age of scientific and economic peak development.,"In Year 105734, a devastating fleet battle occurred in the Rigel Minor system where the forces of The Aethelgardan AI Hegemony clashed with The Unified Technocracy. | In Year 115751, a devastating fleet battle occurred in the Castor Minor system where the forces of The Great Unified Imperium clashed with The Unified Technocracy.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified Technocracy.",The civilization became extinct in Year 288214. The The Unified Technocracy is completely annexed or wiped out from the galactic theater.
5d94c085f5,The Allied Technocracy,"The The Allied Technocracy emerges in the galaxy, establishing its capital at GDE-295-g.","As FTL routes expanded, the The Allied Technocracy colonized surrounding sectors, claiming resources.",The The Allied Technocracy achieves a golden age of scientific and economic peak development.,"In Year 100995, the The Consolidated Zelis Systems launched a surprise offensive against The Allied Technocracy over territorial claims in the Sirius Expanse sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Allied Technocracy.",The civilization became extinct in Year 304757. The The Allied Technocracy is completely annexed or wiped out from the galactic theater.
cc71651dca,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
b7f420628f,The Great Consolidated Imperium,"The The Great Consolidated Imperium emerges in the galaxy, establishing its capital at Webb-6726b-i.","The The Great Consolidated Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Consolidated Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 108070, a devastating fleet battle occurred in the Rigel Arm system where the forces of The Great Kaelumari Imperium clashed with The Great Consolidated Imperium. | In Year 109194, The Great Consolidated Imperium successfully annexed colonies of The Consolidated Aurelari Systems after a siege on their outer defense platforms.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 150435. The The Great Consolidated Imperium is completely annexed or wiped out from the galactic theater.
1a2a63b5eb,The Great Allied Imperium,"The The Great Allied Imperium emerges in the galaxy, establishing its capital at PSR 64400-e.","The The Great Allied Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Allied Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 115216, The Zylaran AI Hegemony successfully annexed colonies of The Great Allied Imperium after a siege on their outer defense platforms. | In Year 131333, a devastating fleet battle occurred in the Capella Major system where the forces of The Great Meris Imperium clashed with The Great Allied Imperium.",Reaching peak GDP of 30958.68 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Allied Imperium stand as monuments to their ancient legacy."
9eeb4737e9,The Unified Technocracy,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Webb-9180d-d.","As FTL routes expanded, the The Unified Technocracy colonized surrounding sectors, claiming resources.",The The Unified Technocracy achieves a golden age of scientific and economic peak development.,"In Year 105734, a devastating fleet battle occurred in the Rigel Minor system where the forces of The Aethelgardan AI Hegemony clashed with The Unified Technocracy. | In Year 115751, a devastating fleet battle occurred in the Castor Minor system where the forces of The Great Unified Imperium clashed with The Unified Technocracy.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified Technocracy.",The civilization became extinct in Year 288214. The The Unified Technocracy is completely annexed or wiped out from the galactic theater.
8e17c1b492,The Solex Star Empire,"The The Solex Star Empire emerges in the galaxy, establishing its capital at TESS-7730a-b.","As FTL routes expanded, the The Solex Star Empire colonized surrounding sectors, claiming resources.",The The Solex Star Empire achieves a golden age of scientific and economic peak development.,"In Year 171900, a devastating fleet battle occurred in the Procyon Arm system where the forces of The Scientific Technocracy clashed with The Solex Star Empire. | In Year 198496, a devastating fleet battle occurred in the Perseus Beta system where the forces of The Unified Technocracy clashed with The Solex Star Empire.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Solex Star Empire.","Today, the ruins of jump gates and structures of The Solex Star Empire stand as monuments to their ancient legacy."
35e0e185b7,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
